,pos_no,emo_neg,vocalarousal,vocalvalence,neg_p,vocalnegative,comsumer_positive,seller_positive
71,146.0,47.0,0.2,0.15,0.38,0.0,146.0,0.38
72,167.0,127.0,0.68,0.77,0.0,0.0,167.0,0.0
73,167.0,127.0,0.68,0.77,0.0,0.0,167.0,0.0
74,220.0,141.0,0.45,0.37,0.18,0.09,220.0,0.18
75,220.0,141.0,0.45,0.37,0.18,0.09,220.0,0.18
76,293.0,83.0,0.45,0.57,0.02,0.0,293.0,0.02
77,293.0,83.0,0.45,0.57,0.02,0.0,293.0,0.02
78,293.0,83.0,0.45,0.57,0.02,0.0,293.0,0.02
79,237.0,56.0,0.5,0.01,0.01,0.01,237.0,0.01
80,237.0,56.0,0.5,0.01,0.01,0.01,237.0,0.01
81,237.0,56.0,0.5,0.01,0.01,0.01,237.0,0.01
82,237.0,56.0,0.5,0.01,0.01,0.01,237.0,0.01
83,254.0,121.0,0.22,0.2,0.05,0.07,254.0,0.05
84,254.0,121.0,0.22,0.2,0.05,0.07,254.0,0.05
85,188.0,109.0,0.5,0.61,0.43,0.04,188.0,0.43
86,188.0,109.0,0.5,0.61,0.43,0.04,188.0,0.43
87,156.0,53.0,0.08,-0.11,0.01,0.09,156.0,0.01
88,156.0,53.0,0.08,-0.11,0.01,0.09,156.0,0.01
89,156.0,53.0,0.08,-0.11,0.01,0.09,156.0,0.01
90,156.0,53.0,0.08,-0.11,0.01,0.09,156.0,0.01
91,179.0,182.0,0.64,0.59,0.94,0.0,179.0,0.94
92,179.0,182.0,0.64,0.59,0.94,0.0,179.0,0.94
93,179.0,182.0,0.64,0.59,0.94,0.0,179.0,0.94
94,179.0,182.0,0.64,0.59,0.94,0.0,179.0,0.94
95,299.0,84.0,0.55,0.59,0.27,0.0,299.0,0.27
96,299.0,84.0,0.55,0.59,0.27,0.0,299.0,0.27
97,237.0,55.0,0.35,0.54,0.97,0.01,237.0,0.97
98,237.0,55.0,0.35,0.54,0.97,0.01,237.0,0.97
99,120.0,32.0,0.36,0.57,0.08,0.0,120.0,0.08
100,120.0,32.0,0.36,0.57,0.08,0.0,120.0,0.08
101,120.0,32.0,0.36,0.57,0.08,0.0,120.0,0.08
102,180.0,56.0,0.53,0.33,0.01,0.02,180.0,0.01
103,180.0,56.0,0.53,0.33,0.01,0.02,180.0,0.01
104,218.0,58.0,-0.02,0.03,0.01,0.54,218.0,0.01
105,191.0,73.0,0.18,0.095,0.01,0.295,191.0,0.01
106,307.0,142.0,0.36,0.19,0.02,0.01,307.0,0.02
107,307.0,142.0,0.36,0.19,0.02,0.01,307.0,0.02
108,48.0,7.0,-0.12,-0.58,0.89,0.02,48.0,0.89
109,48.0,7.0,-0.12,-0.58,0.89,0.02,48.0,0.89
110,48.0,7.0,-0.12,-0.58,0.89,0.02,48.0,0.89
111,206.0,65.0,0.22,-0.08,0.07,0.03,206.0,0.07
112,241.0,46.0,0.53,0.52,0.04,0.0,241.0,0.04
113,206.0,65.0,0.22,-0.08,0.07,0.03,206.0,0.07
114,206.0,65.0,0.22,-0.08,0.07,0.03,206.0,0.07
115,311.0,85.0,0.55,0.58,0.02,0.02,311.0,0.02
116,260.0,40.0,0.34,0.46,0.01,0.0,260.0,0.01
117,126.0,34.0,0.32,0.07,0.98,0.0,126.0,0.98
118,126.0,34.0,0.32,0.07,0.98,0.0,126.0,0.98
119,126.0,34.0,0.32,0.07,0.98,0.0,126.0,0.98
120,228.0,152.0,-0.09,0.33,0.01,0.01,228.0,0.01
121,220.0,99.0,0.43,0.25,0.16,0.0,220.0,0.16
122,238.0,56.0,0.1,-0.01,0.0,0.95,238.0,0.0
123,238.0,56.0,0.1,-0.01,0.0,0.95,238.0,0.0
124,220.0,99.0,0.43,0.25,0.16,0.0,220.0,0.16
125,220.0,99.0,0.43,0.25,0.16,0.0,220.0,0.16
126,269.0,124.0,0.62,0.52,0.11,0.0,269.0,0.11
127,269.0,124.0,0.62,0.52,0.11,0.0,269.0,0.11
128,269.0,124.0,0.62,0.52,0.11,0.0,269.0,0.11
129,138.0,31.0,0.76,0.48,0.2,0.0,138.0,0.2
130,184.0,3.0,0.38,0.44,0.02,0.0,184.0,0.02
131,184.0,3.0,0.38,0.44,0.02,0.0,184.0,0.02
132,218.0,96.0,0.48,-0.05,0.18,0.13,218.0,0.18
133,218.0,96.0,0.48,-0.05,0.18,0.13,218.0,0.18
134,218.0,96.0,0.48,-0.05,0.18,0.13,218.0,0.18
135,218.0,96.0,0.48,-0.05,0.18,0.13,218.0,0.18
136,248.0,41.0,0.52,0.59,0.07,0.01,248.0,0.07
137,248.0,41.0,0.52,0.59,0.07,0.01,248.0,0.07
138,248.0,41.0,0.52,0.59,0.07,0.01,248.0,0.07
139,103.0,45.0,0.25,-0.27,0.03,0.03,103.0,0.03
140,103.0,45.0,0.25,-0.27,0.03,0.03,103.0,0.03
141,103.0,45.0,0.25,-0.27,0.03,0.03,103.0,0.03
142,130.0,39.0,0.69,0.71,0.01,0.0,130.0,0.01
143,130.0,39.0,0.69,0.71,0.01,0.0,130.0,0.01
144,130.0,39.0,0.69,0.71,0.01,0.0,130.0,0.01
145,130.0,39.0,0.69,0.71,0.01,0.0,130.0,0.01
146,264.0,45.0,0.99,0.71,0.16,0.0,264.0,0.16
147,243.0,96.0,0.6,0.48,0.03,0.0,243.0,0.03
148,243.0,96.0,0.6,0.48,0.03,0.0,243.0,0.03
149,243.0,96.0,0.6,0.48,0.03,0.0,243.0,0.03
150,132.0,38.0,0.03,-0.1,0.07,0.04,132.0,0.07
151,132.0,38.0,0.03,-0.1,0.07,0.04,132.0,0.07
152,132.0,38.0,0.03,-0.1,0.07,0.04,132.0,0.07
153,243.0,96.0,0.6,0.48,0.03,0.0,243.0,0.03
154,295.0,119.0,0.39,0.35,0.2,0.1,295.0,0.2
155,295.0,119.0,0.39,0.35,0.2,0.1,295.0,0.2
156,600.0,123.0,0.4,0.31,0.01,0.0,600.0,0.01
157,600.0,123.0,0.4,0.31,0.01,0.0,600.0,0.01
158,600.0,123.0,0.4,0.31,0.01,0.0,600.0,0.01
159,600.0,123.0,0.4,0.31,0.01,0.0,600.0,0.01
160,162.0,82.0,0.46,0.86,0.87,0.0,162.0,0.87
161,162.0,82.0,0.46,0.86,0.87,0.0,162.0,0.87
162,162.0,82.0,0.46,0.86,0.87,0.0,162.0,0.87
163,162.0,82.0,0.46,0.86,0.87,0.0,162.0,0.87
164,162.0,82.0,0.46,0.86,0.87,0.0,162.0,0.87
165,227.0,63.0,0.46,-0.02,0.01,0.95,227.0,0.01
166,289.0,131.0,0.27,0.38,0.01,0.03,289.0,0.01
167,289.0,131.0,0.27,0.38,0.01,0.03,289.0,0.01
168,355.0,123.0,0.36,0.05,0.98,0.0,355.0,0.98
169,355.0,123.0,0.36,0.05,0.98,0.0,355.0,0.98
170,152.0,106.0,0.77,0.79,0.91,0.01,152.0,0.91
171,152.0,106.0,0.77,0.79,0.91,0.01,152.0,0.91
172,152.0,106.0,0.77,0.79,0.91,0.01,152.0,0.91
173,201.0,61.0,0.49,0.53,0.11,0.04,201.0,0.11
174,201.0,61.0,0.49,0.53,0.11,0.04,201.0,0.11
175,88.0,31.0,-0.07,-0.24,0.87,0.01,88.0,0.87
176,88.0,31.0,-0.07,-0.24,0.87,0.01,88.0,0.87
177,201.0,61.0,0.49,0.53,0.11,0.04,201.0,0.11
178,88.0,31.0,-0.07,-0.24,0.87,0.01,88.0,0.87
179,88.0,31.0,-0.07,-0.24,0.87,0.01,88.0,0.87
180,88.0,31.0,-0.07,-0.24,0.87,0.01,88.0,0.87
181,88.0,31.0,-0.07,-0.24,0.87,0.01,88.0,0.87
182,88.0,31.0,-0.07,-0.24,0.87,0.01,88.0,0.87
183,303.0,165.0,0.28,-0.08,0.13,0.28,303.0,0.13
184,303.0,165.0,0.28,-0.08,0.13,0.28,303.0,0.13
185,303.0,165.0,0.28,-0.08,0.13,0.28,303.0,0.13
186,121.0,70.0,0.39,0.47,0.95,0.0,121.0,0.95
187,121.0,70.0,0.39,0.47,0.95,0.0,121.0,0.95
188,121.0,70.0,0.39,0.47,0.95,0.0,121.0,0.95
189,134.0,45.0,0.45,0.58,0.05,0.0,134.0,0.05
190,134.0,45.0,0.45,0.58,0.05,0.0,134.0,0.05
191,134.0,45.0,0.45,0.58,0.05,0.0,134.0,0.05
192,218.0,85.0,-0.01,-0.2,0.02,0.1,218.0,0.02
193,218.0,85.0,-0.01,-0.2,0.02,0.1,218.0,0.02
194,121.0,70.0,0.39,0.47,0.95,0.0,121.0,0.95
195,91.0,46.0,0.38,0.24,0.98,0.0,91.0,0.98
196,91.0,46.0,0.38,0.24,0.98,0.0,91.0,0.98
197,91.0,46.0,0.38,0.24,0.98,0.0,91.0,0.98
198,286.0,33.0,0.26,0.2,0.02,0.02,286.0,0.02
199,175.0,60.0,-0.08,-0.29,0.98,0.0,175.0,0.98
200,175.0,60.0,-0.08,-0.29,0.98,0.0,175.0,0.98
201,286.0,33.0,0.26,0.2,0.02,0.02,286.0,0.02
202,286.0,33.0,0.26,0.2,0.02,0.02,286.0,0.02
203,282.0,93.0,0.08,-0.16,0.12,0.03,282.0,0.12
204,46.0,5.0,0.38,0.44,0.9,0.01,46.0,0.9
205,46.0,5.0,0.38,0.44,0.9,0.01,46.0,0.9
206,46.0,5.0,0.38,0.44,0.9,0.01,46.0,0.9
207,282.0,93.0,0.08,-0.16,0.12,0.03,282.0,0.12
208,46.0,5.0,0.38,0.44,0.9,0.01,46.0,0.9
209,46.0,5.0,0.38,0.44,0.9,0.01,46.0,0.9
210,147.0,82.0,0.67,0.74,0.67,0.26,147.0,0.67
211,147.0,82.0,0.67,0.74,0.67,0.26,147.0,0.67
212,278.0,98.0,0.13,0.45,0.02,0.01,278.0,0.02
213,278.0,98.0,0.13,0.45,0.02,0.01,278.0,0.02
214,278.0,98.0,0.13,0.45,0.02,0.01,278.0,0.02
215,278.0,98.0,0.13,0.45,0.02,0.01,278.0,0.02
216,89.0,59.0,-0.07,-0.39,0.03,0.53,89.0,0.03
217,89.0,59.0,-0.07,-0.39,0.03,0.53,89.0,0.03
218,89.0,59.0,-0.07,-0.39,0.03,0.53,89.0,0.03
219,89.0,59.0,-0.07,-0.39,0.03,0.53,89.0,0.03
220,89.0,59.0,-0.07,-0.39,0.03,0.53,89.0,0.03
221,89.0,59.0,-0.07,-0.39,0.03,0.53,89.0,0.03
222,188.0,63.0,0.6,0.44,0.01,0.0,188.0,0.01
223,89.0,59.0,-0.07,-0.39,0.03,0.53,89.0,0.03
224,89.0,59.0,-0.07,-0.39,0.03,0.53,89.0,0.03
225,89.0,59.0,-0.07,-0.39,0.03,0.53,89.0,0.03
226,89.0,59.0,-0.07,-0.39,0.03,0.53,89.0,0.03
227,234.0,67.0,0.11,-0.5,0.95,0.0,234.0,0.95
228,213.0,174.0,0.29,0.16,0.12,0.0,213.0,0.12
229,213.0,174.0,0.29,0.16,0.12,0.0,213.0,0.12
230,229.0,158.0,0.58,0.46,0.01,0.0,229.0,0.01
231,229.0,158.0,0.58,0.46,0.01,0.0,229.0,0.01
232,229.0,158.0,0.58,0.46,0.01,0.0,229.0,0.01
233,213.0,174.0,0.29,0.16,0.12,0.0,213.0,0.12
234,234.0,67.0,0.11,-0.5,0.95,0.0,234.0,0.95
235,229.0,158.0,0.58,0.46,0.01,0.0,229.0,0.01
236,213.0,174.0,0.29,0.16,0.12,0.0,213.0,0.12
237,213.0,174.0,0.29,0.16,0.12,0.0,213.0,0.12
238,204.0,43.0,0.65,0.47,0.96,0.0,204.0,0.96
239,204.0,43.0,0.65,0.47,0.96,0.0,204.0,0.96
240,375.0,124.0,0.36,0.02,0.03,0.78,375.0,0.03
241,375.0,124.0,0.36,0.02,0.03,0.78,375.0,0.03
242,375.0,124.0,0.36,0.02,0.03,0.78,375.0,0.03
243,200.0,85.0,0.36,0.52,0.16,0.0,200.0,0.16
244,200.0,85.0,0.36,0.52,0.16,0.0,200.0,0.16
245,200.0,85.0,0.36,0.52,0.16,0.0,200.0,0.16
246,221.0,91.0,0.46,0.54,0.01,0.0,221.0,0.01
247,266.0,82.0,0.27,0.07,0.02,0.01,266.0,0.02
248,307.0,80.0,0.48,0.59,0.95,0.0,307.0,0.95
249,307.0,80.0,0.48,0.59,0.95,0.0,307.0,0.95
250,307.0,80.0,0.48,0.59,0.95,0.0,307.0,0.95
251,266.0,82.0,0.27,0.07,0.02,0.01,266.0,0.02
252,266.0,82.0,0.27,0.07,0.02,0.01,266.0,0.02
253,149.0,103.0,0.27,0.39,0.92,0.04,149.0,0.92
254,149.0,103.0,0.27,0.39,0.92,0.04,149.0,0.92
255,149.0,103.0,0.27,0.39,0.92,0.04,149.0,0.92
256,149.0,103.0,0.27,0.39,0.92,0.04,149.0,0.92
257,41.0,10.0,-0.02,-0.28,0.96,0.0,41.0,0.96
258,41.0,10.0,-0.02,-0.28,0.96,0.0,41.0,0.96
259,41.0,10.0,-0.02,-0.28,0.96,0.0,41.0,0.96
260,41.0,10.0,-0.02,-0.28,0.96,0.0,41.0,0.96
261,41.0,10.0,-0.02,-0.28,0.96,0.0,41.0,0.96
262,41.0,10.0,-0.02,-0.28,0.96,0.0,41.0,0.96
263,41.0,10.0,-0.02,-0.28,0.96,0.0,41.0,0.96
264,298.0,108.0,0.41,0.13,0.38,0.0,298.0,0.38
265,298.0,108.0,0.41,0.13,0.38,0.0,298.0,0.38
266,85.5,40.5,0.315,0.52,0.04,0.005,85.5,0.04
267,253.0,107.0,0.44,0.54,0.98,0.01,253.0,0.98
268,78.0,41.0,0.27,0.56,0.03,0.0,78.0,0.03
269,85.5,40.5,0.315,0.52,0.04,0.005,85.5,0.04
270,121.0,69.0,0.15,0.01,0.01,0.0,121.0,0.01
271,121.0,69.0,0.15,0.01,0.01,0.0,121.0,0.01
272,121.0,69.0,0.15,0.01,0.01,0.0,121.0,0.01
273,506.0,87.0,0.53,0.71,0.0,0.0,506.0,0.0
274,232.0,43.0,0.53,0.26,0.09,0.0,232.0,0.09
275,232.0,43.0,0.53,0.26,0.09,0.0,232.0,0.09
276,314.0,149.0,0.68,0.35,0.03,0.0,314.0,0.03
277,229.0,42.0,0.67,0.56,0.96,0.0,229.0,0.96
278,229.0,42.0,0.67,0.56,0.96,0.0,229.0,0.96
279,314.0,149.0,0.68,0.35,0.03,0.0,314.0,0.03
280,83.0,24.5,0.485,0.345,0.31,0.44,83.0,0.31
281,90.0,22.0,0.31,0.11,0.05,0.88,90.0,0.05
282,312.0,165.0,0.57,0.48,0.01,0.0,312.0,0.01
283,312.0,165.0,0.57,0.48,0.01,0.0,312.0,0.01
284,312.0,165.0,0.57,0.48,0.01,0.0,312.0,0.01
285,312.0,165.0,0.57,0.48,0.01,0.0,312.0,0.01
286,312.0,165.0,0.57,0.48,0.01,0.0,312.0,0.01
287,312.0,165.0,0.57,0.48,0.01,0.0,312.0,0.01
288,312.0,165.0,0.57,0.48,0.01,0.0,312.0,0.01
289,312.0,165.0,0.57,0.48,0.01,0.0,312.0,0.01
290,96.0,34.0,-0.04,0.09,0.01,0.01,96.0,0.01
291,96.0,34.0,-0.04,0.09,0.01,0.01,96.0,0.01
292,170.0,32.0,0.28,0.77,0.14,0.0,170.0,0.14
293,51.0,26.0,-0.03,-0.135,0.475,0.17,51.0,0.475
294,51.0,26.0,-0.03,-0.135,0.475,0.17,51.0,0.475
295,51.0,26.0,-0.03,-0.135,0.475,0.17,51.0,0.475
296,51.0,26.0,-0.03,-0.135,0.475,0.17,51.0,0.475
297,51.0,26.0,-0.03,-0.135,0.475,0.17,51.0,0.475
298,157.0,53.0,0.25,0.45,0.28,0.0,157.0,0.28
299,157.0,53.0,0.25,0.45,0.28,0.0,157.0,0.28
300,192.0,31.0,0.59,0.62,0.88,0.0,192.0,0.88
301,192.0,31.0,0.59,0.62,0.88,0.0,192.0,0.88
302,240.0,74.0,0.91,0.64,0.02,0.0,240.0,0.02
303,240.0,74.0,0.91,0.64,0.02,0.0,240.0,0.02
304,238.0,54.0,-0.01,0.18,0.02,0.0,238.0,0.02
305,238.0,54.0,-0.01,0.18,0.02,0.0,238.0,0.02
306,144.0,39.0,0.45,0.33,0.14,0.0,144.0,0.14
307,144.0,39.0,0.45,0.33,0.14,0.0,144.0,0.14
308,236.0,184.0,0.25,0.16,0.61,0.0,236.0,0.61
309,236.0,184.0,0.25,0.16,0.61,0.0,236.0,0.61
310,236.0,184.0,0.25,0.16,0.61,0.0,236.0,0.61
311,83.0,10.0,0.23,0.14,0.02,0.01,83.0,0.02
312,233.0,49.0,-0.19,-0.3,0.02,0.92,233.0,0.02
313,236.0,184.0,0.25,0.16,0.61,0.0,236.0,0.61
314,236.0,184.0,0.25,0.16,0.61,0.0,236.0,0.61
315,83.0,10.0,0.23,0.14,0.02,0.01,83.0,0.02
316,236.0,184.0,0.25,0.16,0.61,0.0,236.0,0.61
317,233.0,49.0,-0.19,-0.3,0.02,0.92,233.0,0.02
318,236.0,184.0,0.25,0.16,0.61,0.0,236.0,0.61
319,236.0,184.0,0.25,0.16,0.61,0.0,236.0,0.61
320,236.0,184.0,0.25,0.16,0.61,0.0,236.0,0.61
321,236.0,184.0,0.25,0.16,0.61,0.0,236.0,0.61
322,256.0,80.0,0.1,-0.1,0.02,0.19,256.0,0.02
323,256.0,80.0,0.1,-0.1,0.02,0.19,256.0,0.02
324,256.0,80.0,0.1,-0.1,0.02,0.19,256.0,0.02
325,256.0,80.0,0.1,-0.1,0.02,0.19,256.0,0.02
326,256.0,80.0,0.1,-0.1,0.02,0.19,256.0,0.02
327,256.0,80.0,0.1,-0.1,0.02,0.19,256.0,0.02
328,256.0,80.0,0.1,-0.1,0.02,0.19,256.0,0.02
329,256.0,80.0,0.1,-0.1,0.02,0.19,256.0,0.02
330,313.0,125.0,-0.17,-0.25,0.02,0.38,313.0,0.02
331,313.0,125.0,-0.17,-0.25,0.02,0.38,313.0,0.02
332,74.5,30.0,0.375,0.39,0.515,0.0,74.5,0.515
333,133.0,40.0,0.32,0.67,0.21,0.0,133.0,0.21
334,133.0,40.0,0.32,0.67,0.21,0.0,133.0,0.21
335,133.0,40.0,0.32,0.67,0.21,0.0,133.0,0.21
336,133.0,40.0,0.32,0.67,0.21,0.0,133.0,0.21
337,74.5,30.0,0.375,0.39,0.515,0.0,74.5,0.515
338,74.5,30.0,0.375,0.39,0.515,0.0,74.5,0.515
339,74.5,30.0,0.375,0.39,0.515,0.0,74.5,0.515
340,74.5,30.0,0.375,0.39,0.515,0.0,74.5,0.515
341,134.0,193.0,0.12,0.09,0.01,0.01,134.0,0.01
342,134.0,193.0,0.12,0.09,0.01,0.01,134.0,0.01
343,74.5,30.0,0.375,0.39,0.515,0.0,74.5,0.515
344,74.5,30.0,0.375,0.39,0.515,0.0,74.5,0.515
345,266.0,93.0,0.68,0.69,0.27,0.01,266.0,0.27
346,233.0,123.0,0.44,0.42,0.98,0.0,233.0,0.98
347,266.0,93.0,0.68,0.69,0.27,0.01,266.0,0.27
348,233.0,123.0,0.44,0.42,0.98,0.0,233.0,0.98
349,170.0,33.0,0.42,0.37,0.01,0.94,170.0,0.01
350,233.0,123.0,0.44,0.42,0.98,0.0,233.0,0.98
351,233.0,123.0,0.44,0.42,0.98,0.0,233.0,0.98
352,233.0,123.0,0.44,0.42,0.98,0.0,233.0,0.98
353,266.0,93.0,0.68,0.69,0.27,0.01,266.0,0.27
354,243.0,123.0,0.35,0.25,0.02,0.41,243.0,0.02
355,243.0,123.0,0.35,0.25,0.02,0.41,243.0,0.02
356,243.0,123.0,0.35,0.25,0.02,0.41,243.0,0.02
357,243.0,123.0,0.35,0.25,0.02,0.41,243.0,0.02
358,243.0,123.0,0.35,0.25,0.02,0.41,243.0,0.02
359,243.0,123.0,0.35,0.25,0.02,0.41,243.0,0.02
360,243.0,123.0,0.35,0.25,0.02,0.41,243.0,0.02
361,243.0,123.0,0.35,0.25,0.02,0.41,243.0,0.02
362,243.0,123.0,0.35,0.25,0.02,0.41,243.0,0.02
363,243.0,123.0,0.35,0.25,0.02,0.41,243.0,0.02
364,,,0.27,0.42,0.0,0.0,,0.0
365,226.0,27.0,0.4,0.3,0.02,0.01,226.0,0.02
366,,,0.27,0.42,0.0,0.0,,0.0
367,226.0,27.0,0.4,0.3,0.02,0.01,226.0,0.02
368,211.0,60.0,-0.03,-0.32,0.01,0.01,211.0,0.01
369,211.0,60.0,-0.03,-0.32,0.01,0.01,211.0,0.01
370,46.0,38.0,0.27,0.17,0.04,0.0,46.0,0.04
371,46.0,38.0,0.27,0.17,0.04,0.0,46.0,0.04
372,46.0,38.0,0.27,0.17,0.04,0.0,46.0,0.04
373,46.0,38.0,0.27,0.17,0.04,0.0,46.0,0.04
374,209.0,132.0,0.11,-0.23,0.03,0.03,209.0,0.03
375,76.5,82.5,0.285,0.26,0.015,0.04,76.5,0.015
376,76.5,82.5,0.285,0.26,0.015,0.04,76.5,0.015
377,209.0,132.0,0.11,-0.23,0.03,0.03,209.0,0.03
378,111.667,55.6667,0.45,0.1166667,0.2966667,0.3266667,111.667,0.2966667
379,58.0,19.5,0.49,0.055,0.42,0.04,58.0,0.42
380,58.0,19.5,0.49,0.055,0.42,0.04,58.0,0.42
381,58.0,19.5,0.49,0.055,0.42,0.04,58.0,0.42
382,116.75,63.5,0.3675,0.08,0.245,0.25,116.75,0.245
383,118.0,29.0,0.44,0.33,0.01,0.02,118.0,0.01
384,118.0,29.0,0.44,0.33,0.01,0.02,118.0,0.01
385,102.0,19.0,0.74,0.35,0.2,0.01,102.0,0.2
386,239.0,76.0,-0.02,-0.21,0.01,0.8,239.0,0.01
387,195.0,68.0,0.44,0.41,0.01,0.03,195.0,0.01
388,239.0,76.0,-0.02,-0.21,0.01,0.8,239.0,0.01
389,125.0,34.3333,0.1366667,0.0333333,0.0133333,0.0233333,125.0,0.0133333
390,195.0,68.0,0.44,0.41,0.01,0.03,195.0,0.01
391,239.0,76.0,-0.02,-0.21,0.01,0.8,239.0,0.01
392,239.0,76.0,-0.02,-0.21,0.01,0.8,239.0,0.01
393,239.0,76.0,-0.02,-0.21,0.01,0.8,239.0,0.01
394,195.0,68.0,0.44,0.41,0.01,0.03,195.0,0.01
395,125.0,34.3333,0.1366667,0.0333333,0.0133333,0.0233333,125.0,0.0133333
396,125.0,34.3333,0.1366667,0.0333333,0.0133333,0.0233333,125.0,0.0133333
397,277.0,111.0,0.3,0.23,0.97,0.01,277.0,0.97
398,277.0,111.0,0.3,0.23,0.97,0.01,277.0,0.97
399,277.0,111.0,0.3,0.23,0.97,0.01,277.0,0.97
400,92.0,40.0,0.19,0.49,0.62,0.0,92.0,0.62
401,92.0,40.0,0.19,0.49,0.62,0.0,92.0,0.62
402,92.0,40.0,0.19,0.49,0.62,0.0,92.0,0.62
