,pos_no,emo_neg,vocalarousal,vocalvalence,neg_p,vocalnegative,comsumer_positive,seller_positive
971,114.0,155.0,0.26,0.25,0.01,0.03,114.0,0.01
972,259.5,159.0,0.31,0.195,0.19,0.665,259.5,0.19
973,259.5,159.0,0.31,0.195,0.19,0.665,259.5,0.19
974,190.0,52.0,0.49,0.5,0.04,0.01,190.0,0.04
975,309.5,253.5,0.57,0.31,0.585,0.17,309.5,0.585
976,308.0,126.0,0.27,0.13,0.0,0.99,308.0,0.0
977,114.0,155.0,0.26,0.25,0.01,0.03,114.0,0.01
978,190.0,52.0,0.49,0.5,0.04,0.01,190.0,0.04
979,190.0,52.0,0.49,0.5,0.04,0.01,190.0,0.04
980,314.0,214.0,0.735,0.385,0.53,0.01,314.0,0.53
981,127.0,27.0,0.08,0.2,0.98,0.0,127.0,0.98
982,127.0,27.0,0.08,0.2,0.98,0.0,127.0,0.98
983,127.0,27.0,0.08,0.2,0.98,0.0,127.0,0.98
984,127.0,27.0,0.08,0.2,0.98,0.0,127.0,0.98
985,127.0,27.0,0.08,0.2,0.98,0.0,127.0,0.98
986,127.0,27.0,0.08,0.2,0.98,0.0,127.0,0.98
987,127.0,27.0,0.08,0.2,0.98,0.0,127.0,0.98
988,127.0,27.0,0.08,0.2,0.98,0.0,127.0,0.98
989,248.0,129.0,0.32,-0.36,0.02,0.23,248.0,0.02
990,248.0,129.0,0.32,-0.36,0.02,0.23,248.0,0.02
991,248.0,129.0,0.32,-0.36,0.02,0.23,248.0,0.02
992,248.0,129.0,0.32,-0.36,0.02,0.23,248.0,0.02
993,248.0,129.0,0.32,-0.36,0.02,0.23,248.0,0.02
994,90.0,73.0,0.64,0.64,0.01,0.0,90.0,0.01
995,90.0,73.0,0.64,0.64,0.01,0.0,90.0,0.01
996,248.0,129.0,0.32,-0.36,0.02,0.23,248.0,0.02
997,248.0,129.0,0.32,-0.36,0.02,0.23,248.0,0.02
998,248.0,129.0,0.32,-0.36,0.02,0.23,248.0,0.02
999,90.0,73.0,0.64,0.64,0.01,0.0,90.0,0.01
1000,244.0,79.0,-0.01,-0.18,0.02,0.01,244.0,0.02
1001,244.0,79.0,-0.01,-0.18,0.02,0.01,244.0,0.02
1002,244.0,79.0,-0.01,-0.18,0.02,0.01,244.0,0.02
1003,244.0,79.0,-0.01,-0.18,0.02,0.01,244.0,0.02
1004,84.0,8.0,0.42,0.54,0.2,0.0,84.0,0.2
1005,84.0,8.0,0.42,0.54,0.2,0.0,84.0,0.2
1006,208.0,65.0,0.57,0.28,0.06,0.0,208.0,0.06
1007,208.0,65.0,0.57,0.28,0.06,0.0,208.0,0.06
1008,208.0,65.0,0.57,0.28,0.06,0.0,208.0,0.06
1009,208.0,65.0,0.57,0.28,0.06,0.0,208.0,0.06
1010,208.0,65.0,0.57,0.28,0.06,0.0,208.0,0.06
1011,208.0,65.0,0.57,0.28,0.06,0.0,208.0,0.06
1012,208.0,65.0,0.57,0.28,0.06,0.0,208.0,0.06
1013,208.0,65.0,0.57,0.28,0.06,0.0,208.0,0.06
1014,208.0,65.0,0.57,0.28,0.06,0.0,208.0,0.06
1015,208.0,65.0,0.57,0.28,0.06,0.0,208.0,0.06
1016,208.0,65.0,0.57,0.28,0.06,0.0,208.0,0.06
1017,208.0,65.0,0.57,0.28,0.06,0.0,208.0,0.06
1018,208.0,65.0,0.57,0.28,0.06,0.0,208.0,0.06
1019,208.0,65.0,0.57,0.28,0.06,0.0,208.0,0.06
1020,208.0,65.0,0.57,0.28,0.06,0.0,208.0,0.06
1021,208.0,65.0,0.57,0.28,0.06,0.0,208.0,0.06
1022,203.0,105.0,0.74,0.91,0.05,0.0,203.0,0.05
1023,107.0,43.0,0.17,0.36,0.02,0.01,107.0,0.02
1024,217.0,34.0,0.39,0.78,0.01,0.0,217.0,0.01
1025,107.0,43.0,0.17,0.36,0.02,0.01,107.0,0.02
1026,107.0,43.0,0.17,0.36,0.02,0.01,107.0,0.02
1027,107.0,43.0,0.17,0.36,0.02,0.01,107.0,0.02
1028,107.0,43.0,0.17,0.36,0.02,0.01,107.0,0.02
1029,107.0,43.0,0.17,0.36,0.02,0.01,107.0,0.02
1030,217.0,34.0,0.39,0.78,0.01,0.0,217.0,0.01
1031,217.0,34.0,0.39,0.78,0.01,0.0,217.0,0.01
1032,149.0,61.0,0.21,0.57,0.02,0.01,149.0,0.02
1033,149.0,61.0,0.21,0.57,0.02,0.01,149.0,0.02
1034,149.0,61.0,0.21,0.57,0.02,0.01,149.0,0.02
1035,318.0,93.0,0.67,0.6,0.72,0.02,318.0,0.72
1036,318.0,93.0,0.67,0.6,0.72,0.02,318.0,0.72
1037,149.0,61.0,0.21,0.57,0.02,0.01,149.0,0.02
1038,318.0,93.0,0.67,0.6,0.72,0.02,318.0,0.72
1039,149.0,61.0,0.21,0.57,0.02,0.01,149.0,0.02
1040,149.0,61.0,0.21,0.57,0.02,0.01,149.0,0.02
1041,251.0,90.5,0.29,0.19,0.02,0.01,251.0,0.02
1042,251.0,90.5,0.29,0.19,0.02,0.01,251.0,0.02
1043,242.0,108.0,0.1,-0.34,0.86,0.1,242.0,0.86
1044,242.0,108.0,0.1,-0.34,0.86,0.1,242.0,0.86
1045,242.0,108.0,0.1,-0.34,0.86,0.1,242.0,0.86
1046,243.0,50.0,0.33,0.41,0.89,0.01,243.0,0.89
1047,243.0,50.0,0.33,0.41,0.89,0.01,243.0,0.89
1048,145.0,58.0,0.185,0.285,0.38,0.065,145.0,0.38
1049,145.0,58.0,0.185,0.285,0.38,0.065,145.0,0.38
1050,230.0,115.0,0.235,0.225,0.01,0.495,230.0,0.01
1051,230.0,115.0,0.235,0.225,0.01,0.495,230.0,0.01
1052,230.0,115.0,0.235,0.225,0.01,0.495,230.0,0.01
1053,79.0,80.0,0.26,0.3,0.15,0.0,79.0,0.15
1054,79.0,80.0,0.26,0.3,0.15,0.0,79.0,0.15
1055,79.0,80.0,0.26,0.3,0.15,0.0,79.0,0.15
1056,79.0,80.0,0.26,0.3,0.15,0.0,79.0,0.15
1057,79.0,80.0,0.26,0.3,0.15,0.0,79.0,0.15
1058,79.0,80.0,0.26,0.3,0.15,0.0,79.0,0.15
1059,79.0,80.0,0.26,0.3,0.15,0.0,79.0,0.15
1060,179.0,75.0,0.44,0.22,0.02,0.01,179.0,0.02
1061,179.0,75.0,0.44,0.22,0.02,0.01,179.0,0.02
1062,179.0,75.0,0.44,0.22,0.02,0.01,179.0,0.02
1063,179.0,75.0,0.44,0.22,0.02,0.01,179.0,0.02
1064,179.0,75.0,0.44,0.22,0.02,0.01,179.0,0.02
1065,179.0,75.0,0.44,0.22,0.02,0.01,179.0,0.02
1066,250.0,70.0,0.4,0.5,0.03,0.03,250.0,0.03
1067,250.0,70.0,0.4,0.5,0.03,0.03,250.0,0.03
1068,179.0,75.0,0.44,0.22,0.02,0.01,179.0,0.02
1069,179.0,75.0,0.44,0.22,0.02,0.01,179.0,0.02
1070,179.0,75.0,0.44,0.22,0.02,0.01,179.0,0.02
1071,179.0,75.0,0.44,0.22,0.02,0.01,179.0,0.02
1072,179.0,75.0,0.44,0.22,0.02,0.01,179.0,0.02
1073,250.0,70.0,0.4,0.5,0.03,0.03,250.0,0.03
1074,141.0,104.0,0.54,0.66,0.09,0.0,141.0,0.09
1075,250.0,70.0,0.4,0.5,0.03,0.03,250.0,0.03
1076,141.0,104.0,0.54,0.66,0.09,0.0,141.0,0.09
1077,141.0,104.0,0.54,0.66,0.09,0.0,141.0,0.09
1078,179.0,75.0,0.44,0.22,0.02,0.01,179.0,0.02
1079,250.0,70.0,0.4,0.5,0.03,0.03,250.0,0.03
1080,141.0,104.0,0.54,0.66,0.09,0.0,141.0,0.09
1081,178.0,57.0,0.69,0.84,0.98,0.0,178.0,0.98
1082,178.0,57.0,0.69,0.84,0.98,0.0,178.0,0.98
1083,178.0,57.0,0.69,0.84,0.98,0.0,178.0,0.98
1084,178.0,57.0,0.69,0.84,0.98,0.0,178.0,0.98
1085,246.0,98.0,0.52,0.19,0.01,0.0,246.0,0.01
1086,246.0,98.0,0.52,0.19,0.01,0.0,246.0,0.01
1087,246.0,98.0,0.52,0.19,0.01,0.0,246.0,0.01
1088,246.0,98.0,0.52,0.19,0.01,0.0,246.0,0.01
1089,246.0,98.0,0.52,0.19,0.01,0.0,246.0,0.01
1090,246.0,98.0,0.52,0.19,0.01,0.0,246.0,0.01
1091,246.0,98.0,0.52,0.19,0.01,0.0,246.0,0.01
1092,246.0,98.0,0.52,0.19,0.01,0.0,246.0,0.01
1093,246.0,98.0,0.52,0.19,0.01,0.0,246.0,0.01
1094,246.0,98.0,0.52,0.19,0.01,0.0,246.0,0.01
1095,246.0,98.0,0.52,0.19,0.01,0.0,246.0,0.01
1096,246.0,98.0,0.52,0.19,0.01,0.0,246.0,0.01
1097,246.0,98.0,0.52,0.19,0.01,0.0,246.0,0.01
1098,246.0,98.0,0.52,0.19,0.01,0.0,246.0,0.01
1099,246.0,98.0,0.52,0.19,0.01,0.0,246.0,0.01
1100,113.0,51.0,0.15,-0.1,0.92,0.01,113.0,0.92
1101,216.0,105.0,0.02,-0.02,0.96,0.0,216.0,0.96
1102,216.0,105.0,0.02,-0.02,0.96,0.0,216.0,0.96
1103,216.0,105.0,0.02,-0.02,0.96,0.0,216.0,0.96
1104,216.0,105.0,0.02,-0.02,0.96,0.0,216.0,0.96
1105,277.0,95.0,0.52,0.43,0.73,0.01,277.0,0.73
1106,277.0,95.0,0.52,0.43,0.73,0.01,277.0,0.73
1107,216.0,105.0,0.02,-0.02,0.96,0.0,216.0,0.96
1108,203.0,66.0,0.5,0.48,0.01,0.02,203.0,0.01
1109,203.0,66.0,0.5,0.48,0.01,0.02,203.0,0.01
1110,216.0,105.0,0.02,-0.02,0.96,0.0,216.0,0.96
1111,277.0,95.0,0.52,0.43,0.73,0.01,277.0,0.73
1112,255.0,86.0,0.3,0.26,0.62,0.08,255.0,0.62
1113,255.0,86.0,0.3,0.26,0.62,0.08,255.0,0.62
1114,216.0,105.0,0.02,-0.02,0.96,0.0,216.0,0.96
1115,255.0,86.0,0.3,0.26,0.62,0.08,255.0,0.62
1116,172.0,102.0,0.57,0.76,0.18,0.0,172.0,0.18
1117,172.0,102.0,0.57,0.76,0.18,0.0,172.0,0.18
1118,172.0,102.0,0.57,0.76,0.18,0.0,172.0,0.18
1119,172.0,102.0,0.57,0.76,0.18,0.0,172.0,0.18
1120,172.0,102.0,0.57,0.76,0.18,0.0,172.0,0.18
1121,172.0,102.0,0.57,0.76,0.18,0.0,172.0,0.18
1122,172.0,102.0,0.57,0.76,0.18,0.0,172.0,0.18
1123,172.0,102.0,0.57,0.76,0.18,0.0,172.0,0.18
1124,172.0,102.0,0.57,0.76,0.18,0.0,172.0,0.18
1125,172.0,102.0,0.57,0.76,0.18,0.0,172.0,0.18
1126,361.0,207.5,0.555,0.43,0.47,0.015,361.0,0.47
1127,172.0,102.0,0.57,0.76,0.18,0.0,172.0,0.18
1128,316.5,71.5,0.51,0.54,0.025,0.045,316.5,0.025
1129,145.0,42.0,0.63,0.77,0.98,0.0,145.0,0.98
1130,234.0,96.0,0.78,0.39,0.25,0.0,234.0,0.25
1131,174.0,123.0,0.2,0.36,0.0,0.97,174.0,0.0
1132,234.0,96.0,0.78,0.39,0.25,0.0,234.0,0.25
1133,234.0,96.0,0.78,0.39,0.25,0.0,234.0,0.25
1134,174.0,123.0,0.2,0.36,0.0,0.97,174.0,0.0
1135,145.0,42.0,0.63,0.77,0.98,0.0,145.0,0.98
1136,145.0,42.0,0.63,0.77,0.98,0.0,145.0,0.98
1137,234.0,96.0,0.78,0.39,0.25,0.0,234.0,0.25
1138,234.0,96.0,0.78,0.39,0.25,0.0,234.0,0.25
1139,145.0,42.0,0.63,0.77,0.98,0.0,145.0,0.98
1140,145.0,42.0,0.63,0.77,0.98,0.0,145.0,0.98
1141,241.0,67.0,0.23,0.3,0.01,0.01,241.0,0.01
1142,241.0,67.0,0.23,0.3,0.01,0.01,241.0,0.01
1143,241.0,67.0,0.23,0.3,0.01,0.01,241.0,0.01
1144,241.0,67.0,0.23,0.3,0.01,0.01,241.0,0.01
1145,204.0,73.0,0.67,0.28,0.25,0.03,204.0,0.25
1146,204.0,73.0,0.67,0.28,0.25,0.03,204.0,0.25
1147,241.0,67.0,0.23,0.3,0.01,0.01,241.0,0.01
1148,241.0,67.0,0.23,0.3,0.01,0.01,241.0,0.01
1149,277.0,151.0,0.04,-0.47,0.05,0.09,277.0,0.05
1150,277.0,151.0,0.04,-0.47,0.05,0.09,277.0,0.05
1151,277.0,151.0,0.04,-0.47,0.05,0.09,277.0,0.05
1152,277.0,151.0,0.04,-0.47,0.05,0.09,277.0,0.05
1153,277.0,151.0,0.04,-0.47,0.05,0.09,277.0,0.05
1154,277.0,151.0,0.04,-0.47,0.05,0.09,277.0,0.05
1155,277.0,151.0,0.04,-0.47,0.05,0.09,277.0,0.05
1156,189.0,89.0,0.32,0.28,0.03,0.01,189.0,0.03
1157,189.0,89.0,0.32,0.28,0.03,0.01,189.0,0.03
1158,189.0,89.0,0.32,0.28,0.03,0.01,189.0,0.03
1159,189.0,89.0,0.32,0.28,0.03,0.01,189.0,0.03
1160,189.0,89.0,0.32,0.28,0.03,0.01,189.0,0.03
1161,189.0,89.0,0.32,0.28,0.03,0.01,189.0,0.03
1162,225.0,27.0,0.46,0.48,0.19,0.0,225.0,0.19
1163,225.0,27.0,0.46,0.48,0.19,0.0,225.0,0.19
1164,225.0,27.0,0.46,0.48,0.19,0.0,225.0,0.19
1165,225.0,27.0,0.46,0.48,0.19,0.0,225.0,0.19
1166,189.0,148.0,0.12,0.2,0.0,0.99,189.0,0.0
1167,189.0,148.0,0.12,0.2,0.0,0.99,189.0,0.0
1168,225.0,27.0,0.46,0.48,0.19,0.0,225.0,0.19
1169,225.0,27.0,0.46,0.48,0.19,0.0,225.0,0.19
1170,189.0,148.0,0.12,0.2,0.0,0.99,189.0,0.0
1171,86.0,17.0,0.3,0.3,0.02,0.02,86.0,0.02
1172,257.0,114.0,0.635,0.545,0.485,0.01,257.0,0.485
1173,308.0,132.0,0.45,0.21,0.96,0.0,308.0,0.96
1174,218.0,81.0,0.05,0.13,0.02,0.35,218.0,0.02
1175,218.0,81.0,0.05,0.13,0.02,0.35,218.0,0.02
1176,218.0,81.0,0.05,0.13,0.02,0.35,218.0,0.02
1177,218.0,81.0,0.05,0.13,0.02,0.35,218.0,0.02
1178,218.0,81.0,0.05,0.13,0.02,0.35,218.0,0.02
1179,218.0,81.0,0.05,0.13,0.02,0.35,218.0,0.02
1180,130.0,68.0,0.64,0.67,0.75,0.0,130.0,0.75
1181,130.0,68.0,0.64,0.67,0.75,0.0,130.0,0.75
1182,84.0,39.0,0.58,0.72,0.01,0.0,84.0,0.01
1183,130.0,68.0,0.64,0.67,0.75,0.0,130.0,0.75
1184,130.0,68.0,0.64,0.67,0.75,0.0,130.0,0.75
1185,84.0,39.0,0.58,0.72,0.01,0.0,84.0,0.01
1186,84.0,39.0,0.58,0.72,0.01,0.0,84.0,0.01
1187,84.0,39.0,0.58,0.72,0.01,0.0,84.0,0.01
1188,84.0,39.0,0.58,0.72,0.01,0.0,84.0,0.01
1189,279.0,103.0,0.68,0.5,0.91,0.0,279.0,0.91
1190,279.0,103.0,0.68,0.5,0.91,0.0,279.0,0.91
1191,206.0,96.0,0.55,0.61,0.02,0.13,206.0,0.02
1192,206.0,96.0,0.55,0.61,0.02,0.13,206.0,0.02
1193,206.0,96.0,0.55,0.61,0.02,0.13,206.0,0.02
1194,206.0,96.0,0.55,0.61,0.02,0.13,206.0,0.02
1195,206.0,96.0,0.55,0.61,0.02,0.13,206.0,0.02
1196,206.0,96.0,0.55,0.61,0.02,0.13,206.0,0.02
1197,206.0,96.0,0.55,0.61,0.02,0.13,206.0,0.02
1198,206.0,96.0,0.55,0.61,0.02,0.13,206.0,0.02
1199,206.0,96.0,0.55,0.61,0.02,0.13,206.0,0.02
1200,206.0,96.0,0.55,0.61,0.02,0.13,206.0,0.02
1201,161.0,37.0,0.46,0.1,0.89,0.0,161.0,0.89
1202,161.0,37.0,0.46,0.1,0.89,0.0,161.0,0.89
1203,161.0,37.0,0.46,0.1,0.89,0.0,161.0,0.89
1204,264.0,119.0,0.52,0.51,0.72,0.01,264.0,0.72
1205,172.0,41.0,-0.26,-0.46,0.01,0.02,172.0,0.01
1206,172.0,41.0,-0.26,-0.46,0.01,0.02,172.0,0.01
1207,229.0,55.0,0.39,0.3,0.01,0.94,229.0,0.01
1208,264.0,119.0,0.52,0.51,0.72,0.01,264.0,0.72
1209,264.0,119.0,0.52,0.51,0.72,0.01,264.0,0.72
1210,171.0,46.0,0.66,0.27,0.09,0.0,171.0,0.09
1211,171.0,46.0,0.66,0.27,0.09,0.0,171.0,0.09
1212,229.0,55.0,0.39,0.3,0.01,0.94,229.0,0.01
1213,229.0,55.0,0.39,0.3,0.01,0.94,229.0,0.01
1214,264.0,119.0,0.52,0.51,0.72,0.01,264.0,0.72
1215,171.0,46.0,0.66,0.27,0.09,0.0,171.0,0.09
1216,171.0,46.0,0.66,0.27,0.09,0.0,171.0,0.09
1217,171.0,46.0,0.66,0.27,0.09,0.0,171.0,0.09
1218,171.0,46.0,0.66,0.27,0.09,0.0,171.0,0.09
1219,171.0,46.0,0.66,0.27,0.09,0.0,171.0,0.09
1220,271.0,90.0,-0.01,-0.01,0.0,0.99,271.0,0.0
1221,171.0,46.0,0.66,0.27,0.09,0.0,171.0,0.09
1222,171.0,46.0,0.66,0.27,0.09,0.0,171.0,0.09
1223,171.0,46.0,0.66,0.27,0.09,0.0,171.0,0.09
1224,171.0,46.0,0.66,0.27,0.09,0.0,171.0,0.09
1225,171.0,46.0,0.66,0.27,0.09,0.0,171.0,0.09
1226,171.0,46.0,0.66,0.27,0.09,0.0,171.0,0.09
1227,229.0,55.0,0.39,0.3,0.01,0.94,229.0,0.01
1228,271.0,90.0,-0.01,-0.01,0.0,0.99,271.0,0.0
1229,171.0,46.0,0.66,0.27,0.09,0.0,171.0,0.09
1230,171.0,46.0,0.66,0.27,0.09,0.0,171.0,0.09
1231,229.0,55.0,0.39,0.3,0.01,0.94,229.0,0.01
1232,171.0,46.0,0.66,0.27,0.09,0.0,171.0,0.09
1233,229.0,55.0,0.39,0.3,0.01,0.94,229.0,0.01
1234,161.0,85.0,0.28,0.16,0.93,0.01,161.0,0.93
1235,277.0,41.0,0.39,0.29,0.03,0.09,277.0,0.03
1236,277.0,41.0,0.39,0.29,0.03,0.09,277.0,0.03
1237,378.0,75.0,0.17,0.36,0.94,0.0,378.0,0.94
1238,161.0,85.0,0.28,0.16,0.93,0.01,161.0,0.93
1239,378.0,75.0,0.17,0.36,0.94,0.0,378.0,0.94
1240,378.0,75.0,0.17,0.36,0.94,0.0,378.0,0.94
1241,378.0,75.0,0.17,0.36,0.94,0.0,378.0,0.94
1242,357.0,44.0,0.6,0.71,0.04,0.01,357.0,0.04
1243,378.0,75.0,0.17,0.36,0.94,0.0,378.0,0.94
1244,277.0,41.0,0.39,0.29,0.03,0.09,277.0,0.03
1245,277.0,41.0,0.39,0.29,0.03,0.09,277.0,0.03
1246,275.0,131.0,0.24,0.0,0.83,0.05,275.0,0.83
1247,289.0,56.0,0.16,-0.62,0.61,0.0,289.0,0.61
1248,289.0,56.0,0.16,-0.62,0.61,0.0,289.0,0.61
1249,275.0,131.0,0.24,0.0,0.83,0.05,275.0,0.83
1250,275.0,131.0,0.24,0.0,0.83,0.05,275.0,0.83
1251,275.0,131.0,0.24,0.0,0.83,0.05,275.0,0.83
1252,275.0,131.0,0.24,0.0,0.83,0.05,275.0,0.83
1253,275.0,131.0,0.24,0.0,0.83,0.05,275.0,0.83
1254,275.0,131.0,0.24,0.0,0.83,0.05,275.0,0.83
1255,275.0,131.0,0.24,0.0,0.83,0.05,275.0,0.83
1256,275.0,131.0,0.24,0.0,0.83,0.05,275.0,0.83
1257,275.0,131.0,0.24,0.0,0.83,0.05,275.0,0.83
1258,275.0,131.0,0.24,0.0,0.83,0.05,275.0,0.83
1259,275.0,131.0,0.24,0.0,0.83,0.05,275.0,0.83
1260,275.0,131.0,0.24,0.0,0.83,0.05,275.0,0.83
1261,232.0,69.0,0.5,0.55,0.07,0.0,232.0,0.07
1262,232.0,69.0,0.5,0.55,0.07,0.0,232.0,0.07
1263,186.0,214.0,0.35,0.38,0.75,0.0,186.0,0.75
1264,232.0,69.0,0.5,0.55,0.07,0.0,232.0,0.07
1265,232.0,69.0,0.5,0.55,0.07,0.0,232.0,0.07
1266,186.0,214.0,0.35,0.38,0.75,0.0,186.0,0.75
1267,232.0,69.0,0.5,0.55,0.07,0.0,232.0,0.07
1268,186.0,214.0,0.35,0.38,0.75,0.0,186.0,0.75
1269,232.0,69.0,0.5,0.55,0.07,0.0,232.0,0.07
1270,177.0,34.0,0.33,0.45,0.09,0.04,177.0,0.09
1271,232.0,69.0,0.5,0.55,0.07,0.0,232.0,0.07
1272,232.0,69.0,0.5,0.55,0.07,0.0,232.0,0.07
1273,143.0,50.0,0.08,-0.05,0.04,0.01,143.0,0.04
1274,248.0,102.667,0.2866667,0.37,0.2933333,0.02,248.0,0.2933333
1275,143.0,50.0,0.08,-0.05,0.04,0.01,143.0,0.04
1276,248.0,102.667,0.2866667,0.37,0.2933333,0.02,248.0,0.2933333
1277,248.0,102.667,0.2866667,0.37,0.2933333,0.02,248.0,0.2933333
1278,191.0,76.0,0.34,0.05,0.03,0.0,191.0,0.03
1279,211.0,47.0,0.52,0.62,0.01,0.0,211.0,0.01
1280,209.0,45.0,0.14,-0.48,0.04,0.02,209.0,0.04
1281,191.0,76.0,0.34,0.05,0.03,0.0,191.0,0.03
1282,190.0,36.0,0.16,0.14,0.04,0.1,190.0,0.04
1283,190.0,36.0,0.16,0.14,0.04,0.1,190.0,0.04
1284,190.0,36.0,0.16,0.14,0.04,0.1,190.0,0.04
1285,191.0,76.0,0.34,0.05,0.03,0.0,191.0,0.03
1286,191.0,76.0,0.34,0.05,0.03,0.0,191.0,0.03
1287,191.0,76.0,0.34,0.05,0.03,0.0,191.0,0.03
1288,191.0,76.0,0.34,0.05,0.03,0.0,191.0,0.03
1289,191.0,76.0,0.34,0.05,0.03,0.0,191.0,0.03
1290,178.0,93.0,0.01,0.12,0.01,0.02,178.0,0.01
1291,178.0,93.0,0.01,0.12,0.01,0.02,178.0,0.01
1292,178.0,93.0,0.01,0.12,0.01,0.02,178.0,0.01
1293,178.0,93.0,0.01,0.12,0.01,0.02,178.0,0.01
1294,211.0,47.0,0.52,0.62,0.01,0.0,211.0,0.01
1295,178.0,93.0,0.01,0.12,0.01,0.02,178.0,0.01
1296,211.0,47.0,0.52,0.62,0.01,0.0,211.0,0.01
1297,334.0,104.0,0.09,0.0,0.01,0.01,334.0,0.01
1298,334.0,104.0,0.09,0.0,0.01,0.01,334.0,0.01
1299,334.0,104.0,0.09,0.0,0.01,0.01,334.0,0.01
1300,334.0,104.0,0.09,0.0,0.01,0.01,334.0,0.01
1301,132.0,31.0,0.1,0.25,0.01,0.03,132.0,0.01
1302,275.0,53.0,0.12,0.14,0.01,0.01,275.0,0.01
1303,123.0,69.0,0.2,-0.01,0.75,0.06,123.0,0.75
1304,123.0,69.0,0.2,-0.01,0.75,0.06,123.0,0.75
1305,275.0,53.0,0.12,0.14,0.01,0.01,275.0,0.01
1306,123.0,69.0,0.2,-0.01,0.75,0.06,123.0,0.75
1307,104.0,63.5,0.175,0.09,0.385,0.04,104.0,0.385
1308,155.0,40.0,0.43,0.24,0.05,0.0,155.0,0.05
1309,155.0,40.0,0.43,0.24,0.05,0.0,155.0,0.05
1310,275.0,53.0,0.12,0.14,0.01,0.01,275.0,0.01
1311,275.0,53.0,0.12,0.14,0.01,0.01,275.0,0.01
1312,176.0,89.0,0.52,0.26,0.03,0.0,176.0,0.03
1313,176.0,89.0,0.52,0.26,0.03,0.0,176.0,0.03
1314,176.0,89.0,0.52,0.26,0.03,0.0,176.0,0.03
1315,176.0,89.0,0.52,0.26,0.03,0.0,176.0,0.03
1316,176.0,89.0,0.52,0.26,0.03,0.0,176.0,0.03
1317,176.0,89.0,0.52,0.26,0.03,0.0,176.0,0.03
1318,176.0,89.0,0.52,0.26,0.03,0.0,176.0,0.03
1319,176.0,89.0,0.52,0.26,0.03,0.0,176.0,0.03
1320,176.0,89.0,0.52,0.26,0.03,0.0,176.0,0.03
1321,176.0,89.0,0.52,0.26,0.03,0.0,176.0,0.03
1322,176.0,89.0,0.52,0.26,0.03,0.0,176.0,0.03
1323,176.0,89.0,0.52,0.26,0.03,0.0,176.0,0.03
1324,176.0,89.0,0.52,0.26,0.03,0.0,176.0,0.03
1325,176.0,89.0,0.52,0.26,0.03,0.0,176.0,0.03
1326,176.0,89.0,0.52,0.26,0.03,0.0,176.0,0.03
1327,176.0,89.0,0.52,0.26,0.03,0.0,176.0,0.03
1328,181.0,90.0,0.15,0.28,0.83,0.09,181.0,0.83
1329,181.0,90.0,0.15,0.28,0.83,0.09,181.0,0.83
1330,181.0,90.0,0.15,0.28,0.83,0.09,181.0,0.83
1331,181.0,90.0,0.15,0.28,0.83,0.09,181.0,0.83
1332,181.0,90.0,0.15,0.28,0.83,0.09,181.0,0.83
1333,181.0,90.0,0.15,0.28,0.83,0.09,181.0,0.83
1334,334.0,137.0,0.24,0.03,0.0,0.99,334.0,0.0
1335,334.0,137.0,0.24,0.03,0.0,0.99,334.0,0.0
1336,334.0,137.0,0.24,0.03,0.0,0.99,334.0,0.0
1337,334.0,137.0,0.24,0.03,0.0,0.99,334.0,0.0
1338,334.0,137.0,0.24,0.03,0.0,0.99,334.0,0.0
1339,334.0,137.0,0.24,0.03,0.0,0.99,334.0,0.0
1340,334.0,137.0,0.24,0.03,0.0,0.99,334.0,0.0
1341,334.0,137.0,0.24,0.03,0.0,0.99,334.0,0.0
1342,334.0,137.0,0.24,0.03,0.0,0.99,334.0,0.0
1343,334.0,137.0,0.24,0.03,0.0,0.99,334.0,0.0
1344,334.0,137.0,0.24,0.03,0.0,0.99,334.0,0.0
1345,334.0,137.0,0.24,0.03,0.0,0.99,334.0,0.0
1346,334.0,137.0,0.24,0.03,0.0,0.99,334.0,0.0
1347,334.0,137.0,0.24,0.03,0.0,0.99,334.0,0.0
1348,303.5,114.5,0.625,0.46,0.01,0.0,303.5,0.01
1349,303.5,114.5,0.625,0.46,0.01,0.0,303.5,0.01
1350,95.0,25.0,0.1,0.16,0.95,0.0,95.0,0.95
1351,95.0,25.0,0.1,0.16,0.95,0.0,95.0,0.95
1352,95.0,25.0,0.1,0.16,0.95,0.0,95.0,0.95
1353,95.0,25.0,0.1,0.16,0.95,0.0,95.0,0.95
1354,95.0,25.0,0.1,0.16,0.95,0.0,95.0,0.95
1355,95.0,25.0,0.1,0.16,0.95,0.0,95.0,0.95
1356,177.0,40.0,0.33,0.41,0.02,0.0,177.0,0.02
1357,177.0,40.0,0.33,0.41,0.02,0.0,177.0,0.02
1358,261.0,118.0,0.58,0.49,0.18,0.04,261.0,0.18
1359,135.0,84.0,0.47,0.52,0.54,0.0,135.0,0.54
1360,135.0,84.0,0.47,0.52,0.54,0.0,135.0,0.54
1361,277.0,120.0,0.86,0.82,0.85,0.0,277.0,0.85
1362,277.0,120.0,0.86,0.82,0.85,0.0,277.0,0.85
1363,135.0,84.0,0.47,0.52,0.54,0.0,135.0,0.54
1364,277.0,120.0,0.86,0.82,0.85,0.0,277.0,0.85
1365,277.0,120.0,0.86,0.82,0.85,0.0,277.0,0.85
1366,277.0,120.0,0.86,0.82,0.85,0.0,277.0,0.85
1367,135.0,84.0,0.47,0.52,0.54,0.0,135.0,0.54
