,pos_no,emo_neg,vocalarousal,vocalvalence,neg_p,vocalnegative
153,243.0,96.0,0.6,0.48,0.03,0.0
154,295.0,119.0,0.39,0.35,0.2,0.1
155,295.0,119.0,0.39,0.35,0.2,0.1
156,600.0,123.0,0.4,0.31,0.01,0.0
157,600.0,123.0,0.4,0.31,0.01,0.0
158,600.0,123.0,0.4,0.31,0.01,0.0
159,600.0,123.0,0.4,0.31,0.01,0.0
160,162.0,82.0,0.46,0.86,0.87,0.0
161,162.0,82.0,0.46,0.86,0.87,0.0
162,162.0,82.0,0.46,0.86,0.87,0.0
163,162.0,82.0,0.46,0.86,0.87,0.0
164,162.0,82.0,0.46,0.86,0.87,0.0
165,227.0,63.0,0.46,-0.02,0.01,0.95
166,289.0,131.0,0.27,0.38,0.01,0.03
167,289.0,131.0,0.27,0.38,0.01,0.03
168,355.0,123.0,0.36,0.05,0.98,0.0
169,355.0,123.0,0.36,0.05,0.98,0.0
170,152.0,106.0,0.77,0.79,0.91,0.01
171,152.0,106.0,0.77,0.79,0.91,0.01
172,152.0,106.0,0.77,0.79,0.91,0.01
173,201.0,61.0,0.49,0.53,0.11,0.04
174,201.0,61.0,0.49,0.53,0.11,0.04
175,88.0,31.0,-0.07,-0.24,0.87,0.01
176,88.0,31.0,-0.07,-0.24,0.87,0.01
177,201.0,61.0,0.49,0.53,0.11,0.04
178,88.0,31.0,-0.07,-0.24,0.87,0.01
179,88.0,31.0,-0.07,-0.24,0.87,0.01
180,88.0,31.0,-0.07,-0.24,0.87,0.01
181,88.0,31.0,-0.07,-0.24,0.87,0.01
182,88.0,31.0,-0.07,-0.24,0.87,0.01
183,303.0,165.0,0.28,-0.08,0.13,0.28
184,303.0,165.0,0.28,-0.08,0.13,0.28
185,303.0,165.0,0.28,-0.08,0.13,0.28
186,121.0,70.0,0.39,0.47,0.95,0.0
187,121.0,70.0,0.39,0.47,0.95,0.0
188,121.0,70.0,0.39,0.47,0.95,0.0
189,134.0,45.0,0.45,0.58,0.05,0.0
190,134.0,45.0,0.45,0.58,0.05,0.0
191,134.0,45.0,0.45,0.58,0.05,0.0
192,218.0,85.0,-0.01,-0.2,0.02,0.1
193,218.0,85.0,-0.01,-0.2,0.02,0.1
194,121.0,70.0,0.39,0.47,0.95,0.0
195,91.0,46.0,0.38,0.24,0.98,0.0
196,91.0,46.0,0.38,0.24,0.98,0.0
197,91.0,46.0,0.38,0.24,0.98,0.0
198,286.0,33.0,0.26,0.2,0.02,0.02
199,175.0,60.0,-0.08,-0.29,0.98,0.0
200,175.0,60.0,-0.08,-0.29,0.98,0.0
201,286.0,33.0,0.26,0.2,0.02,0.02
202,286.0,33.0,0.26,0.2,0.02,0.02
203,282.0,93.0,0.08,-0.16,0.12,0.03
204,46.0,5.0,0.38,0.44,0.9,0.01
205,46.0,5.0,0.38,0.44,0.9,0.01
206,46.0,5.0,0.38,0.44,0.9,0.01
207,282.0,93.0,0.08,-0.16,0.12,0.03
208,46.0,5.0,0.38,0.44,0.9,0.01
209,46.0,5.0,0.38,0.44,0.9,0.01
210,147.0,82.0,0.67,0.74,0.67,0.26
211,147.0,82.0,0.67,0.74,0.67,0.26
212,278.0,98.0,0.13,0.45,0.02,0.01
213,278.0,98.0,0.13,0.45,0.02,0.01
214,278.0,98.0,0.13,0.45,0.02,0.01
215,278.0,98.0,0.13,0.45,0.02,0.01
216,89.0,59.0,-0.07,-0.39,0.03,0.53
217,89.0,59.0,-0.07,-0.39,0.03,0.53
218,89.0,59.0,-0.07,-0.39,0.03,0.53
219,89.0,59.0,-0.07,-0.39,0.03,0.53
220,89.0,59.0,-0.07,-0.39,0.03,0.53
221,89.0,59.0,-0.07,-0.39,0.03,0.53
222,188.0,63.0,0.6,0.44,0.01,0.0
223,89.0,59.0,-0.07,-0.39,0.03,0.53
224,89.0,59.0,-0.07,-0.39,0.03,0.53
225,89.0,59.0,-0.07,-0.39,0.03,0.53
226,89.0,59.0,-0.07,-0.39,0.03,0.53
227,234.0,67.0,0.11,-0.5,0.95,0.0
228,213.0,174.0,0.29,0.16,0.12,0.0
229,213.0,174.0,0.29,0.16,0.12,0.0
230,229.0,158.0,0.58,0.46,0.01,0.0
231,229.0,158.0,0.58,0.46,0.01,0.0
232,229.0,158.0,0.58,0.46,0.01,0.0
233,213.0,174.0,0.29,0.16,0.12,0.0
234,234.0,67.0,0.11,-0.5,0.95,0.0
235,229.0,158.0,0.58,0.46,0.01,0.0
236,213.0,174.0,0.29,0.16,0.12,0.0
237,213.0,174.0,0.29,0.16,0.12,0.0
238,204.0,43.0,0.65,0.47,0.96,0.0
239,204.0,43.0,0.65,0.47,0.96,0.0
240,375.0,124.0,0.36,0.02,0.03,0.78
241,375.0,124.0,0.36,0.02,0.03,0.78
242,375.0,124.0,0.36,0.02,0.03,0.78
243,200.0,85.0,0.36,0.52,0.16,0.0
244,200.0,85.0,0.36,0.52,0.16,0.0
245,200.0,85.0,0.36,0.52,0.16,0.0
246,221.0,91.0,0.46,0.54,0.01,0.0
247,266.0,82.0,0.27,0.07,0.02,0.01
248,307.0,80.0,0.48,0.59,0.95,0.0
249,307.0,80.0,0.48,0.59,0.95,0.0
250,307.0,80.0,0.48,0.59,0.95,0.0
251,266.0,82.0,0.27,0.07,0.02,0.01
252,266.0,82.0,0.27,0.07,0.02,0.01
253,149.0,103.0,0.27,0.39,0.92,0.04
254,149.0,103.0,0.27,0.39,0.92,0.04
255,149.0,103.0,0.27,0.39,0.92,0.04
256,149.0,103.0,0.27,0.39,0.92,0.04
257,41.0,10.0,-0.02,-0.28,0.96,0.0
258,41.0,10.0,-0.02,-0.28,0.96,0.0
259,41.0,10.0,-0.02,-0.28,0.96,0.0
260,41.0,10.0,-0.02,-0.28,0.96,0.0
261,41.0,10.0,-0.02,-0.28,0.96,0.0
262,41.0,10.0,-0.02,-0.28,0.96,0.0
263,41.0,10.0,-0.02,-0.28,0.96,0.0
264,298.0,108.0,0.41,0.13,0.38,0.0
265,298.0,108.0,0.41,0.13,0.38,0.0
266,85.5,40.5,0.315,0.52,0.04,0.005
267,253.0,107.0,0.44,0.54,0.98,0.01
268,78.0,41.0,0.27,0.56,0.03,0.0
269,85.5,40.5,0.315,0.52,0.04,0.005
270,121.0,69.0,0.15,0.01,0.01,0.0
271,121.0,69.0,0.15,0.01,0.01,0.0
272,121.0,69.0,0.15,0.01,0.01,0.0
273,506.0,87.0,0.53,0.71,0.0,0.0
274,232.0,43.0,0.53,0.26,0.09,0.0
275,232.0,43.0,0.53,0.26,0.09,0.0
276,314.0,149.0,0.68,0.35,0.03,0.0
277,229.0,42.0,0.67,0.56,0.96,0.0
278,229.0,42.0,0.67,0.56,0.96,0.0
279,314.0,149.0,0.68,0.35,0.03,0.0
280,83.0,24.5,0.485,0.345,0.31,0.44
281,90.0,22.0,0.31,0.11,0.05,0.88
282,312.0,165.0,0.57,0.48,0.01,0.0
283,312.0,165.0,0.57,0.48,0.01,0.0
284,312.0,165.0,0.57,0.48,0.01,0.0
285,312.0,165.0,0.57,0.48,0.01,0.0
286,312.0,165.0,0.57,0.48,0.01,0.0
287,312.0,165.0,0.57,0.48,0.01,0.0
288,312.0,165.0,0.57,0.48,0.01,0.0
289,312.0,165.0,0.57,0.48,0.01,0.0
290,96.0,34.0,-0.04,0.09,0.01,0.01
291,96.0,34.0,-0.04,0.09,0.01,0.01
292,170.0,32.0,0.28,0.77,0.14,0.0
293,51.0,26.0,-0.03,-0.135,0.475,0.17
294,51.0,26.0,-0.03,-0.135,0.475,0.17
295,51.0,26.0,-0.03,-0.135,0.475,0.17
296,51.0,26.0,-0.03,-0.135,0.475,0.17
297,51.0,26.0,-0.03,-0.135,0.475,0.17
298,157.0,53.0,0.25,0.45,0.28,0.0
299,157.0,53.0,0.25,0.45,0.28,0.0
300,192.0,31.0,0.59,0.62,0.88,0.0
301,192.0,31.0,0.59,0.62,0.88,0.0
302,240.0,74.0,0.91,0.64,0.02,0.0
303,240.0,74.0,0.91,0.64,0.02,0.0
304,238.0,54.0,-0.01,0.18,0.02,0.0
305,238.0,54.0,-0.01,0.18,0.02,0.0
306,144.0,39.0,0.45,0.33,0.14,0.0
307,144.0,39.0,0.45,0.33,0.14,0.0
308,236.0,184.0,0.25,0.16,0.61,0.0
309,236.0,184.0,0.25,0.16,0.61,0.0
310,236.0,184.0,0.25,0.16,0.61,0.0
311,83.0,10.0,0.23,0.14,0.02,0.01
312,233.0,49.0,-0.19,-0.3,0.02,0.92
313,236.0,184.0,0.25,0.16,0.61,0.0
314,236.0,184.0,0.25,0.16,0.61,0.0
315,83.0,10.0,0.23,0.14,0.02,0.01
316,236.0,184.0,0.25,0.16,0.61,0.0
317,233.0,49.0,-0.19,-0.3,0.02,0.92
318,236.0,184.0,0.25,0.16,0.61,0.0
319,236.0,184.0,0.25,0.16,0.61,0.0
320,236.0,184.0,0.25,0.16,0.61,0.0
321,236.0,184.0,0.25,0.16,0.61,0.0
322,256.0,80.0,0.1,-0.1,0.02,0.19
323,256.0,80.0,0.1,-0.1,0.02,0.19
324,256.0,80.0,0.1,-0.1,0.02,0.19
325,256.0,80.0,0.1,-0.1,0.02,0.19
326,256.0,80.0,0.1,-0.1,0.02,0.19
327,256.0,80.0,0.1,-0.1,0.02,0.19
328,256.0,80.0,0.1,-0.1,0.02,0.19
329,256.0,80.0,0.1,-0.1,0.02,0.19
330,313.0,125.0,-0.17,-0.25,0.02,0.38
331,313.0,125.0,-0.17,-0.25,0.02,0.38
332,74.5,30.0,0.375,0.39,0.515,0.0
333,133.0,40.0,0.32,0.67,0.21,0.0
334,133.0,40.0,0.32,0.67,0.21,0.0
335,133.0,40.0,0.32,0.67,0.21,0.0
336,133.0,40.0,0.32,0.67,0.21,0.0
337,74.5,30.0,0.375,0.39,0.515,0.0
338,74.5,30.0,0.375,0.39,0.515,0.0
339,74.5,30.0,0.375,0.39,0.515,0.0
340,74.5,30.0,0.375,0.39,0.515,0.0
341,134.0,193.0,0.12,0.09,0.01,0.01
342,134.0,193.0,0.12,0.09,0.01,0.01
343,74.5,30.0,0.375,0.39,0.515,0.0
344,74.5,30.0,0.375,0.39,0.515,0.0
345,266.0,93.0,0.68,0.69,0.27,0.01
346,233.0,123.0,0.44,0.42,0.98,0.0
347,266.0,93.0,0.68,0.69,0.27,0.01
348,233.0,123.0,0.44,0.42,0.98,0.0
349,170.0,33.0,0.42,0.37,0.01,0.94
350,233.0,123.0,0.44,0.42,0.98,0.0
351,233.0,123.0,0.44,0.42,0.98,0.0
352,233.0,123.0,0.44,0.42,0.98,0.0
353,266.0,93.0,0.68,0.69,0.27,0.01
354,243.0,123.0,0.35,0.25,0.02,0.41
355,243.0,123.0,0.35,0.25,0.02,0.41
356,243.0,123.0,0.35,0.25,0.02,0.41
357,243.0,123.0,0.35,0.25,0.02,0.41
358,243.0,123.0,0.35,0.25,0.02,0.41
359,243.0,123.0,0.35,0.25,0.02,0.41
360,243.0,123.0,0.35,0.25,0.02,0.41
361,243.0,123.0,0.35,0.25,0.02,0.41
362,243.0,123.0,0.35,0.25,0.02,0.41
363,243.0,123.0,0.35,0.25,0.02,0.41
364,,,0.27,0.42,0.0,0.0
365,226.0,27.0,0.4,0.3,0.02,0.01
366,,,0.27,0.42,0.0,0.0
367,226.0,27.0,0.4,0.3,0.02,0.01
368,211.0,60.0,-0.03,-0.32,0.01,0.01
369,211.0,60.0,-0.03,-0.32,0.01,0.01
370,46.0,38.0,0.27,0.17,0.04,0.0
371,46.0,38.0,0.27,0.17,0.04,0.0
372,46.0,38.0,0.27,0.17,0.04,0.0
373,46.0,38.0,0.27,0.17,0.04,0.0
374,209.0,132.0,0.11,-0.23,0.03,0.03
375,76.5,82.5,0.285,0.26,0.015,0.04
376,76.5,82.5,0.285,0.26,0.015,0.04
377,209.0,132.0,0.11,-0.23,0.03,0.03
378,111.667,55.6667,0.45,0.1166667,0.2966667,0.3266667
379,58.0,19.5,0.49,0.055,0.42,0.04
380,58.0,19.5,0.49,0.055,0.42,0.04
381,58.0,19.5,0.49,0.055,0.42,0.04
382,116.75,63.5,0.3675,0.08,0.245,0.25
383,118.0,29.0,0.44,0.33,0.01,0.02
384,118.0,29.0,0.44,0.33,0.01,0.02
385,102.0,19.0,0.74,0.35,0.2,0.01
386,239.0,76.0,-0.02,-0.21,0.01,0.8
387,195.0,68.0,0.44,0.41,0.01,0.03
388,239.0,76.0,-0.02,-0.21,0.01,0.8
389,125.0,34.3333,0.1366667,0.0333333,0.0133333,0.0233333
390,195.0,68.0,0.44,0.41,0.01,0.03
391,239.0,76.0,-0.02,-0.21,0.01,0.8
392,239.0,76.0,-0.02,-0.21,0.01,0.8
393,239.0,76.0,-0.02,-0.21,0.01,0.8
394,195.0,68.0,0.44,0.41,0.01,0.03
395,125.0,34.3333,0.1366667,0.0333333,0.0133333,0.0233333
396,125.0,34.3333,0.1366667,0.0333333,0.0133333,0.0233333
397,277.0,111.0,0.3,0.23,0.97,0.01
398,277.0,111.0,0.3,0.23,0.97,0.01
399,277.0,111.0,0.3,0.23,0.97,0.01
400,92.0,40.0,0.19,0.49,0.62,0.0
401,92.0,40.0,0.19,0.49,0.62,0.0
402,92.0,40.0,0.19,0.49,0.62,0.0
403,92.0,40.0,0.19,0.49,0.62,0.0
404,92.0,40.0,0.19,0.49,0.62,0.0
405,92.0,40.0,0.19,0.49,0.62,0.0
406,297.0,168.0,0.88,0.81,0.98,0.0
407,296.0,102.0,0.34,0.4,0.03,0.01
408,297.0,168.0,0.88,0.81,0.98,0.0
409,122.0,23.0,0.48,0.58,0.1,0.02
410,178.0,14.0,0.23,0.09,0.01,0.0
411,178.0,14.0,0.23,0.09,0.01,0.0
412,166.0,56.0,0.28,0.26,0.49,0.01
413,166.0,56.0,0.28,0.26,0.49,0.01
414,296.0,102.0,0.34,0.4,0.03,0.01
415,296.0,102.0,0.34,0.4,0.03,0.01
416,122.0,23.0,0.48,0.58,0.1,0.02
417,297.0,168.0,0.88,0.81,0.98,0.0
418,297.0,168.0,0.88,0.81,0.98,0.0
419,297.0,168.0,0.88,0.81,0.98,0.0
420,166.0,56.0,0.28,0.26,0.49,0.01
421,297.0,168.0,0.88,0.81,0.98,0.0
422,166.0,56.0,0.28,0.26,0.49,0.01
423,166.0,56.0,0.28,0.26,0.49,0.01
424,297.0,168.0,0.88,0.81,0.98,0.0
425,166.0,56.0,0.28,0.26,0.49,0.01
426,230.0,41.0,0.55,0.45,0.94,0.0
427,269.0,49.0,0.38,0.16,0.04,0.05
428,269.0,49.0,0.38,0.16,0.04,0.05
429,269.0,49.0,0.38,0.16,0.04,0.05
430,269.0,49.0,0.38,0.16,0.04,0.05
431,269.0,49.0,0.38,0.16,0.04,0.05
432,90.0,53.0,0.71,0.67,0.42,0.0
433,90.0,53.0,0.71,0.67,0.42,0.0
434,327.0,116.333,0.2933333,0.2266667,0.57,0.0033333
435,371.5,149.0,0.285,0.26,0.49,0.005
436,359.0,116.0,0.32,0.27,0.97,0.01
437,154.0,63.0,0.27,0.26,0.09,0.0
438,154.0,63.0,0.27,0.26,0.09,0.0
439,108.0,26.0,-0.63,-0.26,0.01,0.7
440,108.0,26.0,-0.63,-0.26,0.01,0.7
441,389.0,184.0,0.21,0.1,0.02,0.16
442,389.0,184.0,0.21,0.1,0.02,0.16
443,103.5,79.5,0.085,0.135,0.24,0.015
444,103.5,79.5,0.085,0.135,0.24,0.015
445,103.5,79.5,0.085,0.135,0.24,0.015
446,103.5,79.5,0.085,0.135,0.24,0.015
447,103.5,79.5,0.085,0.135,0.24,0.015
448,389.0,184.0,0.21,0.1,0.02,0.16
449,103.5,79.5,0.085,0.135,0.24,0.015
450,108.0,26.0,-0.63,-0.26,0.01,0.7
451,192.0,80.0,0.48,0.19,0.01,0.0
452,192.0,80.0,0.48,0.19,0.01,0.0
453,192.0,80.0,0.48,0.19,0.01,0.0
454,192.0,80.0,0.48,0.19,0.01,0.0
455,192.0,80.0,0.48,0.19,0.01,0.0
456,192.0,80.0,0.48,0.19,0.01,0.0
457,381.0,77.0,0.34,0.56,0.98,0.0
458,381.0,77.0,0.34,0.56,0.98,0.0
459,381.0,77.0,0.34,0.56,0.98,0.0
460,381.0,77.0,0.34,0.56,0.98,0.0
461,81.0,28.0,0.29,0.24,0.11,0.0
462,269.0,123.0,0.54,0.75,0.8,0.0
463,269.0,123.0,0.54,0.75,0.8,0.0
464,269.0,123.0,0.54,0.75,0.8,0.0
465,81.0,28.0,0.29,0.24,0.11,0.0
466,81.0,28.0,0.29,0.24,0.11,0.0
467,81.0,28.0,0.29,0.24,0.11,0.0
468,269.0,123.0,0.54,0.75,0.8,0.0
469,81.0,28.0,0.29,0.24,0.11,0.0
470,269.0,123.0,0.54,0.75,0.8,0.0
471,269.0,123.0,0.54,0.75,0.8,0.0
472,219.0,44.0,0.57,0.84,0.6,0.01
473,219.0,44.0,0.57,0.84,0.6,0.01
474,219.0,44.0,0.57,0.84,0.6,0.01
475,87.5,28.5,-0.075,-0.025,0.21,0.01
476,87.5,28.5,-0.075,-0.025,0.21,0.01
477,87.5,28.5,-0.075,-0.025,0.21,0.01
478,87.5,28.5,-0.075,-0.025,0.21,0.01
479,87.5,28.5,-0.075,-0.025,0.21,0.01
480,87.5,28.5,-0.075,-0.025,0.21,0.01
481,87.5,28.5,-0.075,-0.025,0.21,0.01
482,87.5,28.5,-0.075,-0.025,0.21,0.01
483,149.0,83.0,0.69,0.36,0.16,0.05
484,256.0,129.0,0.41,0.67,0.01,0.0
485,256.0,129.0,0.41,0.67,0.01,0.0
486,256.0,129.0,0.41,0.67,0.01,0.0
487,577.0,224.0,0.31,0.09,0.02,0.11
488,577.0,224.0,0.31,0.09,0.02,0.11
489,577.0,224.0,0.31,0.09,0.02,0.11
490,577.0,224.0,0.31,0.09,0.02,0.11
491,65.0,6.0,0.48,0.38,0.98,0.0
492,65.0,6.0,0.48,0.38,0.98,0.0
493,65.0,6.0,0.48,0.38,0.98,0.0
494,65.0,6.0,0.48,0.38,0.98,0.0
495,65.0,6.0,0.48,0.38,0.98,0.0
496,532.0,195.0,0.49,0.2,0.27,0.0
497,532.0,195.0,0.49,0.2,0.27,0.0
498,532.0,195.0,0.49,0.2,0.27,0.0
499,532.0,195.0,0.49,0.2,0.27,0.0
500,532.0,195.0,0.49,0.2,0.27,0.0
501,108.0,45.0,0.25,0.25,0.04,0.29
502,108.0,45.0,0.25,0.25,0.04,0.29
503,108.0,45.0,0.25,0.25,0.04,0.29
504,108.0,45.0,0.25,0.25,0.04,0.29
505,119.0,18.0,0.43,0.03,0.02,0.0
506,208.0,153.0,0.57,0.38,0.01,0.0
507,208.0,153.0,0.57,0.38,0.01,0.0
508,208.0,153.0,0.57,0.38,0.01,0.0
509,208.0,153.0,0.57,0.38,0.01,0.0
510,108.0,45.0,0.25,0.25,0.04,0.29
511,297.0,156.0,0.29,0.5,0.54,0.0
512,297.0,156.0,0.29,0.5,0.54,0.0
513,297.0,156.0,0.29,0.5,0.54,0.0
514,231.0,121.0,0.23,0.23,0.04,0.01
515,255.0,77.0,0.41,0.44,0.78,0.01
516,255.0,77.0,0.41,0.44,0.78,0.01
517,255.0,77.0,0.41,0.44,0.78,0.01
518,255.0,77.0,0.41,0.44,0.78,0.01
519,184.0,79.0,0.35,0.215,0.15,0.025
520,120.0,16.0,0.64,0.44,0.93,0.0
521,120.0,16.0,0.64,0.44,0.93,0.0
522,520.0,98.0,0.42,0.35,0.95,0.0
523,520.0,98.0,0.42,0.35,0.95,0.0
524,120.0,16.0,0.64,0.44,0.93,0.0
525,120.0,16.0,0.64,0.44,0.93,0.0
526,120.0,16.0,0.64,0.44,0.93,0.0
