,pos_no,emo_neg,vocalarousal,vocalvalence,neg_p,vocalnegative
527,120.0,16.0,0.64,0.44,0.93,0.0
528,84.0,40.0,-0.015,0.02,0.52,0.0
529,84.0,40.0,-0.015,0.02,0.52,0.0
530,84.0,40.0,-0.015,0.02,0.52,0.0
531,84.0,40.0,-0.015,0.02,0.52,0.0
532,341.0,78.0,0.57,0.5,0.75,0.0
533,341.0,78.0,0.57,0.5,0.75,0.0
534,341.0,78.0,0.57,0.5,0.75,0.0
535,199.0,68.0,0.26,0.45,0.02,0.0
536,98.3333,84.0,0.27,0.26,0.3166667,0.0266667
537,98.3333,84.0,0.27,0.26,0.3166667,0.0266667
538,98.3333,84.0,0.27,0.26,0.3166667,0.0266667
539,125.0,27.0,0.61,0.57,0.93,0.0
540,98.3333,84.0,0.27,0.26,0.3166667,0.0266667
541,98.3333,84.0,0.27,0.26,0.3166667,0.0266667
542,98.3333,84.0,0.27,0.26,0.3166667,0.0266667
543,85.0,112.5,0.1,0.105,0.01,0.04
544,233.0,84.0,0.145,0.205,0.01,0.46
545,293.0,68.0,0.17,0.28,0.01,0.01
546,293.0,68.0,0.17,0.28,0.01,0.01
547,173.0,100.0,0.12,0.13,0.01,0.91
548,173.0,100.0,0.12,0.13,0.01,0.91
549,293.0,68.0,0.17,0.28,0.01,0.01
550,212.0,89.0,0.39,0.88,0.2,0.04
551,212.0,89.0,0.39,0.88,0.2,0.04
552,212.0,89.0,0.39,0.88,0.2,0.04
553,212.0,89.0,0.39,0.88,0.2,0.04
554,173.0,100.0,0.12,0.13,0.01,0.91
555,212.0,89.0,0.39,0.88,0.2,0.04
556,212.0,89.0,0.39,0.88,0.2,0.04
557,207.0,114.0,0.36,0.34,0.99,0.0
558,112.25,57.0,0.2575,0.3175,0.2725,0.025
559,92.6667,60.0,0.11,0.0566667,0.35,0.03
560,112.25,57.0,0.2575,0.3175,0.2725,0.025
561,92.6667,60.0,0.11,0.0566667,0.35,0.03
562,207.0,114.0,0.36,0.34,0.99,0.0
563,330.0,74.0,0.24,-0.03,0.02,0.0
564,112.25,57.0,0.2575,0.3175,0.2725,0.025
565,207.0,114.0,0.36,0.34,0.99,0.0
566,139.0,96.0,0.38,0.28,0.02,0.44
567,139.0,96.0,0.38,0.28,0.02,0.44
568,139.0,96.0,0.38,0.28,0.02,0.44
569,139.0,96.0,0.38,0.28,0.02,0.44
570,139.0,96.0,0.38,0.28,0.02,0.44
571,202.0,51.0,0.59,0.49,0.05,0.0
572,202.0,51.0,0.59,0.49,0.05,0.0
573,98.0,55.0,0.24,0.51,0.9,0.01
574,98.0,55.0,0.24,0.51,0.9,0.01
575,98.0,55.0,0.24,0.51,0.9,0.01
576,98.0,55.0,0.24,0.51,0.9,0.01
577,205.0,55.0,-0.13,-0.27,0.3,0.38
578,205.0,55.0,-0.13,-0.27,0.3,0.38
579,205.0,55.0,-0.13,-0.27,0.3,0.38
580,93.0,23.0,0.15,0.07,0.2966667,0.02
581,133.0,25.0,0.31,0.35,0.85,0.0
582,169.0,69.0,0.38,0.34,0.23,0.0
583,93.0,23.0,0.15,0.07,0.2966667,0.02
584,133.0,36.0,0.0,0.09,0.01,0.01
585,133.0,25.0,0.31,0.35,0.85,0.0
586,133.0,25.0,0.31,0.35,0.85,0.0
587,133.0,25.0,0.31,0.35,0.85,0.0
588,220.0,131.5,0.68,0.585,0.605,0.0
589,90.3333,70.3333,0.1666667,0.1933333,0.33,0.0133333
590,132.0,147.0,0.44,0.58,0.76,0.01
591,114.0,62.25,0.255,0.31,0.2525,0.01
592,108.0,34.0,0.1933333,0.22,0.0833333,0.01
593,270.0,94.0,0.46,0.63,0.2,0.01
594,270.0,94.0,0.46,0.63,0.2,0.01
595,114.0,62.25,0.255,0.31,0.2525,0.01
596,270.0,94.0,0.46,0.63,0.2,0.01
597,108.0,34.0,0.1933333,0.22,0.0833333,0.01
598,270.0,94.0,0.46,0.63,0.2,0.01
599,108.0,34.0,0.1933333,0.22,0.0833333,0.01
600,132.0,147.0,0.44,0.58,0.76,0.01
601,132.0,147.0,0.44,0.58,0.76,0.01
602,132.0,147.0,0.44,0.58,0.76,0.01
603,182.0,104.0,0.58,0.5,0.96,0.01
604,182.0,104.0,0.58,0.5,0.96,0.01
605,182.0,104.0,0.58,0.5,0.96,0.01
606,182.0,104.0,0.58,0.5,0.96,0.01
607,182.0,104.0,0.58,0.5,0.96,0.01
608,182.0,104.0,0.58,0.5,0.96,0.01
609,205.0,48.0,0.3,0.37,0.01,0.0
610,256.0,70.0,0.42,0.38,0.93,0.01
611,256.0,70.0,0.42,0.38,0.93,0.01
612,256.0,70.0,0.42,0.38,0.93,0.01
613,256.0,70.0,0.42,0.38,0.93,0.01
614,205.0,48.0,0.3,0.37,0.01,0.0
615,205.0,48.0,0.3,0.37,0.01,0.0
616,256.0,70.0,0.42,0.38,0.93,0.01
617,256.0,70.0,0.42,0.38,0.93,0.01
618,148.0,41.0,0.52,0.45,0.01,0.01
619,148.0,41.0,0.52,0.45,0.01,0.01
620,101.0,37.5,0.2175,0.0675,0.62,0.01
621,219.0,54.0,0.44,0.03,0.92,0.01
622,215.0,70.0,0.63,0.54,0.92,0.01
623,215.0,70.0,0.63,0.54,0.92,0.01
624,193.0,45.0,0.225,0.225,0.135,0.01
625,193.0,45.0,0.225,0.225,0.135,0.01
626,215.0,70.0,0.63,0.54,0.92,0.01
627,119.0,64.0,0.35,-0.15,0.0,0.98
628,204.0,47.0,0.34,-0.29,0.02,0.81
629,360.0,167.0,0.59,0.08,0.06,0.0
630,204.0,47.0,0.34,-0.29,0.02,0.81
631,360.0,167.0,0.59,0.08,0.06,0.0
632,354.0,123.0,0.46,0.46,0.03,0.54
633,354.0,123.0,0.46,0.46,0.03,0.54
634,354.0,123.0,0.46,0.46,0.03,0.54
635,119.0,64.0,0.35,-0.15,0.0,0.98
636,354.0,123.0,0.46,0.46,0.03,0.54
637,372.0,91.0,0.49,0.66,0.98,0.0
638,372.0,91.0,0.49,0.66,0.98,0.0
639,354.0,123.0,0.46,0.46,0.03,0.54
640,372.0,91.0,0.49,0.66,0.98,0.0
641,372.0,91.0,0.49,0.66,0.98,0.0
642,119.0,64.0,0.35,-0.15,0.0,0.98
643,360.0,167.0,0.59,0.08,0.06,0.0
644,354.0,123.0,0.46,0.46,0.03,0.54
645,354.0,123.0,0.46,0.46,0.03,0.54
646,209.0,105.0,0.36,-0.07,0.71,0.0
647,138.0,54.0,0.33,0.2,0.99,0.0
648,138.0,54.0,0.33,0.2,0.99,0.0
649,138.0,54.0,0.33,0.2,0.99,0.0
650,138.0,54.0,0.33,0.2,0.99,0.0
651,209.0,105.0,0.36,-0.07,0.71,0.0
652,209.0,105.0,0.36,-0.07,0.71,0.0
653,209.0,105.0,0.36,-0.07,0.71,0.0
654,159.0,44.0,0.29,0.69,0.97,0.0
655,159.0,44.0,0.29,0.69,0.97,0.0
656,159.0,44.0,0.29,0.69,0.97,0.0
657,159.0,44.0,0.29,0.69,0.97,0.0
658,217.0,44.0,0.15,0.39,0.02,0.09
659,217.0,44.0,0.15,0.39,0.02,0.09
660,46.0,18.5,0.01,-0.04,0.045,0.015
661,90.6667,56.6667,0.1766667,0.05,0.32,0.01
662,230.0,118.0,0.21,0.54,0.3,0.0
663,195.0,35.0,0.22,0.17,0.03,0.0
664,230.0,118.0,0.21,0.54,0.3,0.0
665,195.0,35.0,0.22,0.17,0.03,0.0
666,117.0,82.25,0.16,0.0875,0.2625,0.015
667,147.5,40.0,0.31,0.395,0.09,0.0
668,120.0,46.0,0.4,0.57,0.96,0.01
669,120.0,46.0,0.4,0.57,0.96,0.01
670,46.0,18.5,0.01,-0.04,0.045,0.015
671,120.0,46.0,0.4,0.57,0.96,0.01
672,218.333,102.333,0.4466667,0.2866667,0.34,0.0066667
673,165.0,72.0,-0.11,-0.22,0.02,0.47
674,165.0,72.0,-0.11,-0.22,0.02,0.47
675,165.0,72.0,-0.11,-0.22,0.02,0.47
676,165.0,72.0,-0.11,-0.22,0.02,0.47
677,165.0,72.0,-0.11,-0.22,0.02,0.47
678,165.0,72.0,-0.11,-0.22,0.02,0.47
679,218.333,102.333,0.4466667,0.2866667,0.34,0.0066667
680,286.0,82.0,0.46,0.09,0.11,0.01
681,286.0,82.0,0.46,0.09,0.11,0.01
682,208.0,69.0,-0.08,-0.29,0.01,0.94
683,272.0,82.0,0.4,0.18,0.26,0.01
684,272.0,82.0,0.4,0.18,0.26,0.01
685,208.0,69.0,-0.08,-0.29,0.01,0.94
686,272.0,82.0,0.4,0.18,0.26,0.01
687,286.0,82.0,0.46,0.09,0.11,0.01
688,272.0,82.0,0.4,0.18,0.26,0.01
689,272.0,82.0,0.4,0.18,0.26,0.01
690,272.0,82.0,0.4,0.18,0.26,0.01
691,111.0,19.0,0.7,0.97,0.98,0.0
692,81.0,37.0,0.1,0.16,0.02,0.01
693,81.0,37.0,0.1,0.16,0.02,0.01
694,81.0,37.0,0.1,0.16,0.02,0.01
695,81.0,37.0,0.1,0.16,0.02,0.01
696,81.0,37.0,0.1,0.16,0.02,0.01
697,81.0,37.0,0.1,0.16,0.02,0.01
698,81.0,37.0,0.1,0.16,0.02,0.01
699,81.0,37.0,0.1,0.16,0.02,0.01
700,81.0,37.0,0.1,0.16,0.02,0.01
701,81.0,37.0,0.1,0.16,0.02,0.01
702,81.0,37.0,0.1,0.16,0.02,0.01
703,111.0,19.0,0.7,0.97,0.98,0.0
704,81.0,37.0,0.1,0.16,0.02,0.01
705,81.0,37.0,0.1,0.16,0.02,0.01
706,81.0,37.0,0.1,0.16,0.02,0.01
707,81.0,37.0,0.1,0.16,0.02,0.01
708,81.0,37.0,0.1,0.16,0.02,0.01
709,81.0,37.0,0.1,0.16,0.02,0.01
710,81.0,37.0,0.1,0.16,0.02,0.01
711,111.0,19.0,0.7,0.97,0.98,0.0
712,111.0,19.0,0.7,0.97,0.98,0.0
713,111.0,19.0,0.7,0.97,0.98,0.0
714,72.0,35.0,0.48,0.36,0.01,0.12
715,72.0,35.0,0.48,0.36,0.01,0.12
716,72.0,35.0,0.48,0.36,0.01,0.12
717,72.0,35.0,0.48,0.36,0.01,0.12
718,72.0,35.0,0.48,0.36,0.01,0.12
719,161.0,49.0,0.19,0.29,0.01,0.04
720,161.0,49.0,0.19,0.29,0.01,0.04
721,135.0,46.0,0.13,0.27,0.06,0.02
722,243.5,181.5,0.53,0.53,0.035,0.01
723,72.0,35.0,0.48,0.36,0.01,0.12
724,72.0,35.0,0.48,0.36,0.01,0.12
725,72.0,35.0,0.48,0.36,0.01,0.12
726,243.5,181.5,0.53,0.53,0.035,0.01
727,161.0,49.0,0.19,0.29,0.01,0.04
728,161.0,49.0,0.19,0.29,0.01,0.04
729,173.0,129.0,0.55,0.67,0.68,0.0
730,173.0,129.0,0.55,0.67,0.68,0.0
731,192.0,24.0,0.23,0.27,0.05,0.0
732,192.0,24.0,0.23,0.27,0.05,0.0
733,192.0,24.0,0.23,0.27,0.05,0.0
734,192.0,24.0,0.23,0.27,0.05,0.0
735,258.0,74.0,0.75,0.98,0.91,0.0
736,258.0,74.0,0.75,0.98,0.91,0.0
737,258.0,74.0,0.75,0.98,0.91,0.0
738,128.0,98.0,0.4,0.48,0.08,0.77
739,190.0,103.0,0.42,0.45,0.98,0.0
740,128.0,98.0,0.4,0.48,0.08,0.77
741,128.0,98.0,0.4,0.48,0.08,0.77
742,128.0,98.0,0.4,0.48,0.08,0.77
743,128.0,98.0,0.4,0.48,0.08,0.77
744,128.0,98.0,0.4,0.48,0.08,0.77
745,190.0,103.0,0.42,0.45,0.98,0.0
746,128.0,98.0,0.4,0.48,0.08,0.77
747,128.0,98.0,0.4,0.48,0.08,0.77
748,265.0,61.0,0.49,0.43,0.96,0.0
749,265.0,61.0,0.49,0.43,0.96,0.0
750,265.0,61.0,0.49,0.43,0.96,0.0
751,265.0,61.0,0.49,0.43,0.96,0.0
752,265.0,61.0,0.49,0.43,0.96,0.0
753,260.0,144.0,0.54,0.67,0.03,0.0
754,260.0,144.0,0.54,0.67,0.03,0.0
755,260.0,144.0,0.54,0.67,0.03,0.0
756,260.0,144.0,0.54,0.67,0.03,0.0
757,123.0,44.0,0.64,0.63,0.89,0.0
758,140.0,54.0,0.62,0.79,0.03,0.0
759,140.0,54.0,0.62,0.79,0.03,0.0
760,123.0,44.0,0.64,0.63,0.89,0.0
761,234.5,54.0,0.31,0.33,0.495,0.005
762,123.0,44.0,0.64,0.63,0.89,0.0
763,234.5,54.0,0.31,0.33,0.495,0.005
764,71.0,42.0,0.46,0.4,0.03,0.0
765,71.0,42.0,0.46,0.4,0.03,0.0
766,71.0,42.0,0.46,0.4,0.03,0.0
767,234.5,54.0,0.31,0.33,0.495,0.005
768,140.0,54.0,0.62,0.79,0.03,0.0
769,244.0,81.0,-0.07,-0.12,0.24,0.23
770,244.0,81.0,-0.07,-0.12,0.24,0.23
771,567.0,128.0,0.12,0.0,0.16,0.02
772,567.0,128.0,0.12,0.0,0.16,0.02
773,449.0,295.0,0.7,0.33,0.96,0.0
774,449.0,295.0,0.7,0.33,0.96,0.0
775,567.0,128.0,0.12,0.0,0.16,0.02
776,359.0,210.0,0.46,0.22,0.49,0.07
777,567.0,128.0,0.12,0.0,0.16,0.02
778,449.0,295.0,0.7,0.33,0.96,0.0
779,449.0,295.0,0.7,0.33,0.96,0.0
780,288.0,53.0,0.51,0.09,0.9,0.01
781,289.0,97.0,0.31,0.19,0.88,0.0
782,288.0,53.0,0.51,0.09,0.9,0.01
783,288.0,53.0,0.51,0.09,0.9,0.01
784,213.0,74.0,0.145,0.02,0.445,0.005
785,289.0,97.0,0.31,0.19,0.88,0.0
786,213.0,74.0,0.145,0.02,0.445,0.005
787,190.0,31.0,0.75,0.48,0.9,0.01
788,164.0,45.0,0.65,0.46,0.0,0.0
789,164.0,45.0,0.65,0.46,0.0,0.0
790,164.0,45.0,0.65,0.46,0.0,0.0
791,102.333,38.3333,0.1,0.2433333,0.3366666,0.0033333
792,186.0,55.0,0.28,0.51,0.59,0.0
793,186.0,55.0,0.28,0.51,0.59,0.0
794,186.0,55.0,0.28,0.51,0.59,0.0
795,370.0,103.0,0.09,0.14,0.01,0.92
796,370.0,103.0,0.09,0.14,0.01,0.92
797,72.0,40.0,0.7,0.43,0.98,0.0
798,72.0,40.0,0.7,0.43,0.98,0.0
799,72.0,40.0,0.7,0.43,0.98,0.0
800,196.0,55.0,0.24,0.6,0.02,0.02
801,196.0,55.0,0.24,0.6,0.02,0.02
802,196.0,55.0,0.24,0.6,0.02,0.02
803,267.0,135.0,0.41,0.47,0.97,0.01
804,267.0,135.0,0.41,0.47,0.97,0.01
805,267.0,135.0,0.41,0.47,0.97,0.01
806,140.0,58.0,0.09,-0.04,0.01,0.02
807,140.0,58.0,0.09,-0.04,0.01,0.02
808,164.0,112.0,0.31,0.29,0.02,0.0
809,164.0,112.0,0.31,0.29,0.02,0.0
810,84.3333,49.0,-0.1533333,-0.08,0.14,0.0233333
811,140.0,58.0,0.09,-0.04,0.01,0.02
812,84.3333,49.0,-0.1533333,-0.08,0.14,0.0233333
813,160.0,74.0,-0.18,-0.32,0.01,0.03
814,84.3333,49.0,-0.1533333,-0.08,0.14,0.0233333
815,84.3333,49.0,-0.1533333,-0.08,0.14,0.0233333
816,84.3333,49.0,-0.1533333,-0.08,0.14,0.0233333
817,84.3333,49.0,-0.1533333,-0.08,0.14,0.0233333
818,140.0,58.0,0.09,-0.04,0.01,0.02
819,140.0,58.0,0.09,-0.04,0.01,0.02
820,140.0,58.0,0.09,-0.04,0.01,0.02
821,109.0,35.0,0.59,0.54,0.95,0.0
822,109.0,35.0,0.59,0.54,0.95,0.0
823,109.0,35.0,0.59,0.54,0.95,0.0
824,98.75,55.25,0.0625,0.1875,0.12,0.015
825,109.0,35.0,0.59,0.54,0.95,0.0
826,98.75,55.25,0.0625,0.1875,0.12,0.015
827,180.0,96.0,0.57,0.67,0.03,0.0
828,140.0,94.0,0.64,0.5,0.47,0.0
829,140.0,94.0,0.64,0.5,0.47,0.0
830,61.0,16.0,-0.18,0.14,0.175,0.02
831,180.0,96.0,0.57,0.67,0.03,0.0
832,140.0,94.0,0.64,0.5,0.47,0.0
833,257.0,110.0,-0.01,-0.11,0.01,0.79
834,257.0,110.0,-0.01,-0.11,0.01,0.79
835,52.5,28.0,-0.235,-0.355,0.05,0.025
836,226.0,45.0,0.4,0.6,0.01,0.12
837,226.0,45.0,0.4,0.6,0.01,0.12
838,226.0,45.0,0.4,0.6,0.01,0.12
839,257.0,110.0,-0.01,-0.11,0.01,0.79
840,52.5,28.0,-0.235,-0.355,0.05,0.025
841,226.0,45.0,0.4,0.6,0.01,0.12
842,278.0,61.0,0.26,0.32,0.06,0.44
843,383.0,136.0,0.5,0.21,0.94,0.0
844,383.0,136.0,0.5,0.21,0.94,0.0
845,383.0,136.0,0.5,0.21,0.94,0.0
846,383.0,136.0,0.5,0.21,0.94,0.0
847,383.0,136.0,0.5,0.21,0.94,0.0
848,278.0,61.0,0.26,0.32,0.06,0.44
849,278.0,61.0,0.26,0.32,0.06,0.44
850,383.0,136.0,0.5,0.21,0.94,0.0
851,383.0,136.0,0.5,0.21,0.94,0.0
852,383.0,136.0,0.5,0.21,0.94,0.0
853,383.0,136.0,0.5,0.21,0.94,0.0
854,383.0,136.0,0.5,0.21,0.94,0.0
855,383.0,136.0,0.5,0.21,0.94,0.0
856,383.0,136.0,0.5,0.21,0.94,0.0
857,383.0,136.0,0.5,0.21,0.94,0.0
858,135.0,56.0,0.42,0.42,0.05,0.0
859,135.0,56.0,0.42,0.42,0.05,0.0
860,135.0,56.0,0.42,0.42,0.05,0.0
861,192.0,60.0,0.63,0.55,0.72,0.01
862,102.25,54.75,0.2025,0.205,0.3375,0.2025
863,168.0,79.0,0.29,0.42,0.05,0.01
864,168.0,79.0,0.29,0.42,0.05,0.01
865,130.0,47.0,0.5,0.15,0.62,0.01
866,168.0,79.0,0.29,0.42,0.05,0.01
867,130.0,47.0,0.5,0.15,0.62,0.01
868,130.0,47.0,0.5,0.15,0.62,0.01
869,130.0,47.0,0.5,0.15,0.62,0.01
870,130.0,47.0,0.5,0.15,0.62,0.01
871,130.0,47.0,0.5,0.15,0.62,0.01
872,168.0,79.0,0.29,0.42,0.05,0.01
873,192.0,60.0,0.63,0.55,0.72,0.01
874,192.0,60.0,0.63,0.55,0.72,0.01
875,130.0,47.0,0.5,0.15,0.62,0.01
876,130.0,47.0,0.5,0.15,0.62,0.01
877,130.0,47.0,0.5,0.15,0.62,0.01
878,192.0,60.0,0.63,0.55,0.72,0.01
879,130.0,47.0,0.5,0.15,0.62,0.01
880,130.0,47.0,0.5,0.15,0.62,0.01
881,192.0,60.0,0.63,0.55,0.72,0.01
882,130.0,47.0,0.5,0.15,0.62,0.01
883,130.0,47.0,0.5,0.15,0.62,0.01
884,102.25,54.75,0.2025,0.205,0.3375,0.2025
885,130.0,47.0,0.5,0.15,0.62,0.01
886,192.0,60.0,0.63,0.55,0.72,0.01
887,130.0,47.0,0.5,0.15,0.62,0.01
888,208.0,89.0,0.49,0.6,0.94,0.01
889,208.0,89.0,0.49,0.6,0.94,0.01
890,223.0,126.0,0.63,0.66,0.01,0.0
891,223.0,126.0,0.63,0.66,0.01,0.0
892,214.5,144.0,0.36,0.42,0.015,0.02
893,223.0,126.0,0.63,0.66,0.01,0.0
894,239.0,59.0,0.07,0.03,0.98,0.0
895,223.0,126.0,0.63,0.66,0.01,0.0
896,223.0,126.0,0.63,0.66,0.01,0.0
897,223.0,126.0,0.63,0.66,0.01,0.0
898,223.0,126.0,0.63,0.66,0.01,0.0
899,223.0,126.0,0.63,0.66,0.01,0.0
900,191.0,74.0,0.39,0.19,0.02,0.03
901,191.0,74.0,0.39,0.19,0.02,0.03
902,239.0,60.0,0.52,0.28,0.03,0.0
903,239.0,60.0,0.52,0.28,0.03,0.0
904,218.0,125.0,0.5,0.26,0.96,0.0
905,173.0,48.0,0.29,0.18,0.01,0.94
906,31.5,27.0,0.01,0.13,0.015,0.035
907,173.0,48.0,0.29,0.18,0.01,0.94
908,173.0,48.0,0.29,0.18,0.01,0.94
909,218.0,125.0,0.5,0.26,0.96,0.0
910,173.0,48.0,0.29,0.18,0.01,0.94
911,31.5,27.0,0.01,0.13,0.015,0.035
912,173.0,48.0,0.29,0.18,0.01,0.94
913,31.5,27.0,0.01,0.13,0.015,0.035
914,269.5,110.5,0.435,0.375,0.58,0.0
915,31.5,27.0,0.01,0.13,0.015,0.035
916,31.5,27.0,0.01,0.13,0.015,0.035
917,31.5,27.0,0.01,0.13,0.015,0.035
918,255.0,88.0,-0.1,-0.34,0.02,0.4
919,255.0,88.0,-0.1,-0.34,0.02,0.4
920,255.0,88.0,-0.1,-0.34,0.02,0.4
921,102.0,29.0,0.34,-0.21,0.94,0.0
922,102.0,29.0,0.34,-0.21,0.94,0.0
923,102.0,29.0,0.34,-0.21,0.94,0.0
924,102.0,29.0,0.34,-0.21,0.94,0.0
925,163.0,75.0,0.25,0.23,0.17,0.01
926,163.0,75.0,0.25,0.23,0.17,0.01
927,163.0,75.0,0.25,0.23,0.17,0.01
928,163.0,75.0,0.25,0.23,0.17,0.01
929,163.0,75.0,0.25,0.23,0.17,0.01
930,74.0,177.0,0.56,0.15,0.53,0.0
931,190.5,161.0,0.355,0.48,0.1,0.365
932,131.0,194.0,0.23,0.59,0.03,0.73
933,131.0,194.0,0.23,0.59,0.03,0.73
934,190.5,161.0,0.355,0.48,0.1,0.365
935,131.0,194.0,0.23,0.59,0.03,0.73
936,131.0,194.0,0.23,0.59,0.03,0.73
937,166.5,118.5,0.475,0.315,0.965,0.0
938,187.0,72.0,0.7,-0.11,0.84,0.01
939,187.0,72.0,0.7,-0.11,0.84,0.01
940,187.0,72.0,0.7,-0.11,0.84,0.01
941,187.0,72.0,0.7,-0.11,0.84,0.01
942,187.0,72.0,0.7,-0.11,0.84,0.01
943,187.0,72.0,0.7,-0.11,0.84,0.01
944,157.0,71.0,0.7,0.57,0.87,0.0
945,213.0,86.0,0.27,0.15,0.03,0.02
946,213.0,86.0,0.27,0.15,0.03,0.02
947,213.0,86.0,0.27,0.15,0.03,0.02
948,213.0,86.0,0.27,0.15,0.03,0.02
949,213.0,86.0,0.27,0.15,0.03,0.02
950,408.0,315.0,0.79,0.36,0.79,0.0
951,114.0,155.0,0.26,0.25,0.01,0.03
952,219.0,87.0,0.09,-0.4,0.02,0.01
953,114.0,155.0,0.26,0.25,0.01,0.03
954,114.0,155.0,0.26,0.25,0.01,0.03
955,190.0,52.0,0.49,0.5,0.04,0.01
956,190.0,52.0,0.49,0.5,0.04,0.01
957,190.0,52.0,0.49,0.5,0.04,0.01
958,114.0,155.0,0.26,0.25,0.01,0.03
959,114.0,155.0,0.26,0.25,0.01,0.03
960,114.0,155.0,0.26,0.25,0.01,0.03
961,163.0,58.0,-0.06,0.02,0.01,0.01
962,163.0,58.0,-0.06,0.02,0.01,0.01
963,163.0,58.0,-0.06,0.02,0.01,0.01
964,114.0,155.0,0.26,0.25,0.01,0.03
965,114.0,155.0,0.26,0.25,0.01,0.03
966,190.0,52.0,0.49,0.5,0.04,0.01
967,308.0,126.0,0.27,0.13,0.0,0.99
968,190.0,52.0,0.49,0.5,0.04,0.01
969,302.0,147.0,0.43,0.04,0.01,0.0
970,302.0,147.0,0.43,0.04,0.01,0.0
971,114.0,155.0,0.26,0.25,0.01,0.03
972,259.5,159.0,0.31,0.195,0.19,0.665
973,259.5,159.0,0.31,0.195,0.19,0.665
974,190.0,52.0,0.49,0.5,0.04,0.01
975,309.5,253.5,0.57,0.31,0.585,0.17
976,308.0,126.0,0.27,0.13,0.0,0.99
977,114.0,155.0,0.26,0.25,0.01,0.03
978,190.0,52.0,0.49,0.5,0.04,0.01
979,190.0,52.0,0.49,0.5,0.04,0.01
980,314.0,214.0,0.735,0.385,0.53,0.01
981,127.0,27.0,0.08,0.2,0.98,0.0
982,127.0,27.0,0.08,0.2,0.98,0.0
983,127.0,27.0,0.08,0.2,0.98,0.0
984,127.0,27.0,0.08,0.2,0.98,0.0
985,127.0,27.0,0.08,0.2,0.98,0.0
986,127.0,27.0,0.08,0.2,0.98,0.0
987,127.0,27.0,0.08,0.2,0.98,0.0
988,127.0,27.0,0.08,0.2,0.98,0.0
989,248.0,129.0,0.32,-0.36,0.02,0.23
990,248.0,129.0,0.32,-0.36,0.02,0.23
991,248.0,129.0,0.32,-0.36,0.02,0.23
992,248.0,129.0,0.32,-0.36,0.02,0.23
993,248.0,129.0,0.32,-0.36,0.02,0.23
994,90.0,73.0,0.64,0.64,0.01,0.0
995,90.0,73.0,0.64,0.64,0.01,0.0
996,248.0,129.0,0.32,-0.36,0.02,0.23
997,248.0,129.0,0.32,-0.36,0.02,0.23
998,248.0,129.0,0.32,-0.36,0.02,0.23
999,90.0,73.0,0.64,0.64,0.01,0.0
1000,244.0,79.0,-0.01,-0.18,0.02,0.01
1001,244.0,79.0,-0.01,-0.18,0.02,0.01
1002,244.0,79.0,-0.01,-0.18,0.02,0.01
1003,244.0,79.0,-0.01,-0.18,0.02,0.01
1004,84.0,8.0,0.42,0.54,0.2,0.0
1005,84.0,8.0,0.42,0.54,0.2,0.0
1006,208.0,65.0,0.57,0.28,0.06,0.0
1007,208.0,65.0,0.57,0.28,0.06,0.0
1008,208.0,65.0,0.57,0.28,0.06,0.0
1009,208.0,65.0,0.57,0.28,0.06,0.0
1010,208.0,65.0,0.57,0.28,0.06,0.0
1011,208.0,65.0,0.57,0.28,0.06,0.0
1012,208.0,65.0,0.57,0.28,0.06,0.0
1013,208.0,65.0,0.57,0.28,0.06,0.0
1014,208.0,65.0,0.57,0.28,0.06,0.0
1015,208.0,65.0,0.57,0.28,0.06,0.0
1016,208.0,65.0,0.57,0.28,0.06,0.0
1017,208.0,65.0,0.57,0.28,0.06,0.0
1018,208.0,65.0,0.57,0.28,0.06,0.0
1019,208.0,65.0,0.57,0.28,0.06,0.0
1020,208.0,65.0,0.57,0.28,0.06,0.0
1021,208.0,65.0,0.57,0.28,0.06,0.0
1022,203.0,105.0,0.74,0.91,0.05,0.0
1023,107.0,43.0,0.17,0.36,0.02,0.01
1024,217.0,34.0,0.39,0.78,0.01,0.0
1025,107.0,43.0,0.17,0.36,0.02,0.01
1026,107.0,43.0,0.17,0.36,0.02,0.01
1027,107.0,43.0,0.17,0.36,0.02,0.01
1028,107.0,43.0,0.17,0.36,0.02,0.01
1029,107.0,43.0,0.17,0.36,0.02,0.01
1030,217.0,34.0,0.39,0.78,0.01,0.0
1031,217.0,34.0,0.39,0.78,0.01,0.0
1032,149.0,61.0,0.21,0.57,0.02,0.01
1033,149.0,61.0,0.21,0.57,0.02,0.01
1034,149.0,61.0,0.21,0.57,0.02,0.01
1035,318.0,93.0,0.67,0.6,0.72,0.02
1036,318.0,93.0,0.67,0.6,0.72,0.02
1037,149.0,61.0,0.21,0.57,0.02,0.01
1038,318.0,93.0,0.67,0.6,0.72,0.02
1039,149.0,61.0,0.21,0.57,0.02,0.01
1040,149.0,61.0,0.21,0.57,0.02,0.01
1041,251.0,90.5,0.29,0.19,0.02,0.01
1042,251.0,90.5,0.29,0.19,0.02,0.01
1043,242.0,108.0,0.1,-0.34,0.86,0.1
1044,242.0,108.0,0.1,-0.34,0.86,0.1
1045,242.0,108.0,0.1,-0.34,0.86,0.1
1046,243.0,50.0,0.33,0.41,0.89,0.01
1047,243.0,50.0,0.33,0.41,0.89,0.01
1048,145.0,58.0,0.185,0.285,0.38,0.065
1049,145.0,58.0,0.185,0.285,0.38,0.065
1050,230.0,115.0,0.235,0.225,0.01,0.495
1051,230.0,115.0,0.235,0.225,0.01,0.495
